short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2017_10,Player 2017 10,78,86,21,CB,70,40,58
Player_2017_11,Player 2017 11,55,58,33,GK,42,84,48
Player_2017_12,Player 2017 12,74,83,19,RW,83,47,40
Player_2017_13,Player 2017 13,49,52,26,LW,78,43,36
Player_2017_14,Player 2017 14,46,48,23,LW,84,57,71
Player_2017_15,Player 2017 15,77,81,30,LW,87,68,37
Player_2017_16,Player 2017 16,70,76,24,CB,84,66,45
Player_2017_17,Player 2017 17,63,69,24,CB,54,87,53
Player_2017_18,Player 2017 18,63,71,34,LW,47,70,38
Player_2017_19,Player 2017 19,84,85,34,RW,88,51,78
Player_2017_20,Player 2017 20,75,80,31,GK,42,85,50
Player_2017_21,Player 2017 21,52,56,33,CM,56,52,76
Player_2017_22,Player 2017 22,46,53,29,ST,40,62,81
Player_2017_23,Player 2017 23,64,71,18,GK,69,58,69
Player_2017_24,Player 2017 24,79,86,26,LW,65,58,64
Player_2017_25,Player 2017 25,63,69,31,ST,83,55,63
Player_2017_26,Player 2017 26,79,87,25,ST,87,41,50
Player_2017_27,Player 2017 27,70,76,20,GK,46,67,49
Player_2017_28,Player 2017 28,55,58,27,GK,83,49,77
Player_2017_29,Player 2017 29,58,65,31,RW,64,83,58
Player_2017_30,Player 2017 30,49,58,30,RW,89,89,78
Player_2017_31,Player 2017 31,63,66,34,GK,46,80,83
Player_2017_32,Player 2017 32,60,66,23,GK,85,70,33
Player_2017_33,Player 2017 33,76,77,30,LW,61,88,39
Player_2017_34,Player 2017 34,84,90,28,GK,44,88,32
Player_2017_35,Player 2017 35,71,73,24,RW,63,65,30
Player_2017_36,Player 2017 36,48,48,22,CM,59,46,32
Player_2017_37,Player 2017 37,68,72,28,ST,70,88,66
Player_2017_38,Player 2017 38,73,78,28,CB,53,64,58
Player_2017_39,Player 2017 39,70,74,20,CB,54,59,34
Player_2017_40,Player 2017 40,60,62,20,GK,49,54,32
Player_2017_41,Player 2017 41,70,72,27,RW,82,78,43
Player_2017_42,Player 2017 42,48,55,23,LW,72,67,46
Player_2017_43,Player 2017 43,58,66,22,ST,66,75,52
Player_2017_44,Player 2017 44,63,70,27,ST,89,82,55
Player_2017_45,Player 2017 45,80,87,32,CB,57,43,38
Player_2017_46,Player 2017 46,68,71,19,CM,65,40,41
Player_2017_47,Player 2017 47,49,56,21,GK,62,76,46
Player_2017_48,Player 2017 48,76,84,26,CM,89,62,59
Player_2017_49,Player 2017 49,49,57,18,GK,76,59,33
Player_2017_50,Player 2017 50,76,85,25,LW,64,58,35
Player_2017_51,Player 2017 51,69,72,29,CM,75,48,76
Player_2017_52,Player 2017 52,78,81,32,CB,77,79,31
Player_2017_53,Player 2017 53,62,71,33,ST,70,58,45
Player_2017_54,Player 2017 54,71,74,32,CB,43,40,60
Player_2017_55,Player 2017 55,69,73,18,CM,58,82,43
Player_2017_56,Player 2017 56,80,82,29,RW,80,71,61
Player_2017_57,Player 2017 57,70,79,24,ST,53,43,33
Player_2017_58,Player 2017 58,62,67,29,GK,60,50,50
Player_2017_59,Player 2017 59,68,71,18,GK,86,58,35
Player_2017_60,Player 2017 60,81,90,30,GK,79,79,63
Player_2017_61,Player 2017 61,47,48,32,RW,63,76,35
Player_2017_62,Player 2017 62,69,71,24,CB,81,58,65
Player_2017_63,Player 2017 63,70,79,31,ST,66,81,32
Player_2017_64,Player 2017 64,63,64,24,ST,66,74,57
Player_2017_65,Player 2017 65,76,81,31,CM,41,85,44
Player_2017_66,Player 2017 66,81,83,25,CB,81,41,58
Player_2017_67,Player 2017 67,53,57,23,CM,52,71,76
Player_2017_68,Player 2017 68,58,63,30,GK,47,84,38
Player_2017_69,Player 2017 69,52,60,24,ST,43,77,84
Player_2017_70,Player 2017 70,59,68,31,CB,47,64,32
Player_2017_71,Player 2017 71,73,82,29,RW,69,77,33
Player_2017_72,Player 2017 72,64,72,18,ST,43,63,72
Player_2017_73,Player 2017 73,65,70,33,ST,60,52,49
Player_2017_74,Player 2017 74,48,51,33,ST,63,85,34
Player_2017_75,Player 2017 75,49,54,19,RW,76,56,35
Player_2017_76,Player 2017 76,70,71,29,GK,43,47,76
Player_2017_77,Player 2017 77,55,56,23,RW,67,77,69
Player_2017_78,Player 2017 78,68,74,29,CM,44,72,37
Player_2017_79,Player 2017 79,55,58,32,GK,46,82,33
Player_2017_80,Player 2017 80,78,81,19,CB,60,59,49
Player_2017_81,Player 2017 81,81,87,29,CM,48,88,45
Player_2017_82,Player 2017 82,64,64,21,LW,59,50,37
Player_2017_83,Player 2017 83,73,74,31,RW,83,61,66
Player_2017_84,Player 2017 84,48,55,24,RW,54,55,61
Player_2017_85,Player 2017 85,58,58,26,GK,87,59,68
Player_2017_86,Player 2017 86,64,71,32,CM,85,59,48
Player_2017_87,Player 2017 87,66,73,27,CM,88,78,33
Player_2017_88,Player 2017 88,70,78,19,RW,79,70,53
Player_2017_89,Player 2017 89,77,78,32,LW,42,42,44
Player_2017_90,Player 2017 90,73,73,22,CB,79,49,68
Player_2017_91,Player 2017 91,58,62,24,LW,75,71,78
Player_2017_92,Player 2017 92,77,86,33,CB,65,53,55
Player_2017_93,Player 2017 93,70,73,27,ST,58,62,48
Player_2017_94,Player 2017 94,69,70,31,CB,52,46,37
Player_2017_95,Player 2017 95,61,69,26,LW,56,54,52
Player_2017_96,Player 2017 96,46,55,31,GK,86,62,37
Player_2017_97,Player 2017 97,75,81,31,CM,49,70,61
Player_2017_98,Player 2017 98,71,74,30,CB,84,61,66
Player_2017_99,Player 2017 99,65,70,20,LW,89,67,64
Player_2017_100,Player 2017 100,80,85,18,RW,89,84,66
Player_2017_101,Player 2017 101,73,76,20,GK,86,81,80
Player_2017_102,Player 2017 102,57,59,20,CM,88,80,33
Player_2017_103,Player 2017 103,49,52,20,GK,47,46,81
Player_2017_104,Player 2017 104,45,47,19,CB,48,46,80
Player_2017_105,Player 2017 105,55,56,24,CB,59,52,50
Player_2017_106,Player 2017 106,73,81,33,CM,68,58,53
Player_2017_107,Player 2017 107,84,84,21,CB,54,42,74
Player_2017_108,Player 2017 108,71,75,27,RW,51,68,41
Player_2017_109,Player 2017 109,83,92,33,RW,57,50,49
Player_2017_110,Player 2017 110,84,90,34,GK,71,60,49
Player_2017_111,Player 2017 111,71,74,23,LW,73,56,72
Player_2017_112,Player 2017 112,57,63,33,CM,85,67,48
Player_2017_113,Player 2017 113,51,51,22,GK,72,65,36
Player_2017_114,Player 2017 114,82,87,34,LW,71,62,52
Player_2017_115,Player 2017 115,73,79,19,CB,77,52,49
Player_2017_116,Player 2017 116,50,50,31,RW,59,58,46
Player_2017_117,Player 2017 117,68,74,27,ST,47,68,67
Player_2017_118,Player 2017 118,46,53,31,CB,80,51,46
Player_2017_119,Player 2017 119,46,51,31,RW,57,49,60
Player_2017_120,Player 2017 120,72,79,32,ST,73,46,39
Player_2017_121,Player 2017 121,63,68,19,ST,63,48,51
Player_2017_122,Player 2017 122,74,74,23,GK,82,65,51
Player_2017_123,Player 2017 123,53,58,27,CM,68,76,48
Player_2017_124,Player 2017 124,67,75,31,GK,50,61,55
Player_2017_125,Player 2017 125,81,89,24,ST,73,63,72
Player_2017_126,Player 2017 126,45,54,22,GK,63,85,62
Player_2017_127,Player 2017 127,59,65,24,CB,84,76,63
Player_2017_128,Player 2017 128,54,62,19,CB,44,70,67
Player_2017_129,Player 2017 129,56,65,31,LW,71,41,73
Player_2017_130,Player 2017 130,63,66,34,LW,59,82,34
Player_2017_131,Player 2017 131,76,79,27,GK,74,60,39
Player_2017_132,Player 2017 132,65,69,33,GK,80,66,62
Player_2017_133,Player 2017 133,55,63,19,RW,57,44,71
Player_2017_134,Player 2017 134,68,69,19,ST,72,63,42
Player_2017_135,Player 2017 135,56,58,20,CM,67,79,74
Player_2017_136,Player 2017 136,58,67,31,CM,59,81,83
Player_2017_137,Player 2017 137,46,47,24,GK,59,63,57
Player_2017_138,Player 2017 138,77,81,30,GK,58,50,71
Player_2017_139,Player 2017 139,51,60,28,CB,77,69,66
Player_2017_140,Player 2017 140,78,82,30,GK,71,67,49
Player_2017_141,Player 2017 141,55,56,33,RW,50,43,49
Player_2017_142,Player 2017 142,50,57,33,LW,72,51,48
Player_2017_143,Player 2017 143,79,80,34,GK,57,82,82
Player_2017_144,Player 2017 144,77,77,24,CM,40,50,66
Player_2017_145,Player 2017 145,67,72,33,CB,43,88,47
Player_2017_146,Player 2017 146,66,68,27,CM,54,71,73
Player_2017_147,Player 2017 147,74,83,26,GK,57,47,75
Player_2017_148,Player 2017 148,68,70,32,CB,77,84,56
Player_2017_149,Player 2017 149,55,64,34,GK,78,65,52
Player_2017_150,Player 2017 150,68,74,26,LW,71,57,83
Player_2017_151,Player 2017 151,78,85,21,RW,66,59,51
Player_2017_152,Player 2017 152,81,85,23,ST,57,61,78
Player_2017_153,Player 2017 153,54,54,22,CB,59,56,49
Player_2017_154,Player 2017 154,64,70,33,CM,89,89,56
Player_2017_155,Player 2017 155,46,53,19,CM,54,66,57
Player_2017_156,Player 2017 156,53,54,34,ST,74,85,66
Player_2017_157,Player 2017 157,80,88,32,CB,82,62,44
Player_2017_158,Player 2017 158,72,74,21,LW,50,44,78
Player_2017_159,Player 2017 159,76,80,22,CM,73,80,33
Player_2017_160,Player 2017 160,79,85,31,GK,46,59,77
Player_2017_161,Player 2017 161,72,75,24,ST,87,68,54
Player_2017_162,Player 2017 162,76,85,19,ST,40,82,58
Player_2017_163,Player 2017 163,64,64,30,CB,57,88,66
Player_2017_164,Player 2017 164,45,50,31,CB,65,47,83
Player_2017_165,Player 2017 165,63,67,20,CM,64,85,52
Player_2017_166,Player 2017 166,82,88,33,LW,61,77,42
Player_2017_167,Player 2017 167,74,76,22,ST,82,59,81
Player_2017_168,Player 2017 168,49,55,34,RW,64,82,80
Player_2017_169,Player 2017 169,60,67,25,CM,77,88,60
Player_2017_170,Player 2017 170,79,79,25,RW,48,56,40
Player_2017_171,Player 2017 171,71,71,19,CB,85,77,84
Player_2017_172,Player 2017 172,82,83,33,CB,69,47,44
Player_2017_173,Player 2017 173,49,58,23,CB,50,47,79
Player_2017_174,Player 2017 174,67,76,31,LW,66,59,75
Player_2017_175,Player 2017 175,49,56,30,CM,63,50,69
Player_2017_176,Player 2017 176,46,51,20,GK,50,87,53
Player_2017_177,Player 2017 177,62,70,34,LW,77,64,81
Player_2017_178,Player 2017 178,76,77,26,RW,78,57,83
Player_2017_179,Player 2017 179,67,72,33,RW,88,74,39
Player_2017_180,Player 2017 180,65,69,33,GK,48,63,70
Player_2017_181,Player 2017 181,62,67,28,GK,50,54,55
Player_2017_182,Player 2017 182,48,48,28,LW,57,72,76
Player_2017_183,Player 2017 183,60,62,27,RW,61,76,63
Player_2017_184,Player 2017 184,68,74,30,GK,57,65,49
Player_2017_185,Player 2017 185,49,54,30,LW,43,43,35
Player_2017_186,Player 2017 186,46,49,27,CB,43,59,75
Player_2017_187,Player 2017 187,80,88,26,CB,61,54,49
Player_2017_188,Player 2017 188,69,75,19,GK,86,79,55
Player_2017_189,Player 2017 189,46,51,34,ST,73,61,59
Player_2017_190,Player 2017 190,83,89,25,ST,65,80,51
Player_2017_191,Player 2017 191,53,58,32,CB,48,52,34
Player_2017_192,Player 2017 192,78,80,27,CM,50,70,36
Player_2017_193,Player 2017 193,46,52,21,ST,76,55,36
Player_2017_194,Player 2017 194,51,57,18,CB,59,70,49
Player_2017_195,Player 2017 195,75,80,24,CB,81,45,47
Player_2017_196,Player 2017 196,70,77,23,ST,84,67,83
Player_2017_197,Player 2017 197,53,54,21,CM,52,47,84
Player_2017_198,Player 2017 198,75,81,28,CM,81,59,55
Player_2017_199,Player 2017 199,51,60,19,ST,53,61,66
Player_2017_200,Player 2017 200,61,62,25,CM,65,59,74
Player_2017_201,Player 2017 201,51,57,21,CB,67,47,57
Player_2017_202,Player 2017 202,51,57,19,GK,86,79,81
Player_2017_203,Player 2017 203,74,77,27,CM,46,44,64
Player_2017_204,Player 2017 204,48,57,26,GK,42,80,75
Player_2017_205,Player 2017 205,83,92,34,CM,57,73,40
Player_2017_206,Player 2017 206,55,61,20,GK,44,78,44
Player_2017_207,Player 2017 207,77,78,28,LW,64,75,58
Player_2017_208,Player 2017 208,67,68,18,LW,50,86,73
Player_2017_209,Player 2017 209,54,54,31,GK,82,81,49
Player_2017_210,Player 2017 210,45,47,30,RW,64,77,80
Player_2017_211,Player 2017 211,66,71,29,CB,56,61,61
Player_2017_212,Player 2017 212,57,58,23,LW,73,86,82
Player_2017_213,Player 2017 213,70,74,19,CM,78,48,40
Player_2017_214,Player 2017 214,51,51,33,RW,88,63,81
Player_2017_215,Player 2017 215,45,51,18,CB,79,72,45
Player_2017_216,Player 2017 216,80,88,29,ST,58,66,48
Player_2017_217,Player 2017 217,48,57,29,CM,41,40,40
Player_2017_218,Player 2017 218,46,55,23,LW,84,67,79
Player_2017_219,Player 2017 219,45,54,22,LW,60,74,41
Player_2017_220,Player 2017 220,73,79,22,CM,60,44,49
Player_2017_221,Player 2017 221,61,65,21,GK,68,85,71
Player_2017_222,Player 2017 222,66,68,19,CB,52,45,80
Player_2017_223,Player 2017 223,73,82,28,CB,59,81,35
Player_2017_224,Player 2017 224,58,58,19,CM,50,56,52
Player_2017_225,Player 2017 225,46,53,20,LW,63,58,43
Player_2017_226,Player 2017 226,83,88,34,CB,42,80,66
Player_2017_227,Player 2017 227,46,54,32,CM,54,74,46
Player_2017_228,Player 2017 228,83,90,30,CB,58,63,82
Player_2017_229,Player 2017 229,72,72,25,ST,77,52,59
Player_2017_230,Player 2017 230,58,59,20,CB,53,78,67
Player_2017_231,Player 2017 231,75,77,28,CB,62,79,43
Player_2017_232,Player 2017 232,57,61,21,RW,47,70,55
Player_2017_233,Player 2017 233,60,64,27,GK,80,88,74
Player_2017_234,Player 2017 234,58,58,23,GK,88,81,55
Player_2017_235,Player 2017 235,78,86,34,RW,73,83,63
Player_2017_236,Player 2017 236,67,69,27,LW,77,63,44
Player_2017_237,Player 2017 237,59,66,30,RW,81,54,77
Player_2017_238,Player 2017 238,79,87,34,ST,42,77,51
Player_2017_239,Player 2017 239,57,63,26,CM,89,53,62
Player_2017_240,Player 2017 240,78,86,19,LW,62,76,34
Player_2017_241,Player 2017 241,70,75,30,LW,64,77,78
Player_2017_242,Player 2017 242,64,68,28,CB,82,50,57
Player_2017_243,Player 2017 243,55,55,31,CB,80,61,48
Player_2017_244,Player 2017 244,58,65,27,RW,69,51,79
Player_2017_245,Player 2017 245,71,74,27,ST,52,48,74
Player_2017_246,Player 2017 246,73,75,20,LW,75,88,62
Player_2017_247,Player 2017 247,45,45,22,CB,43,83,79
Player_2017_248,Player 2017 248,81,85,24,RW,89,86,76
Player_2017_249,Player 2017 249,59,65,27,LW,77,40,63
Player_2017_250,Player 2017 250,69,69,20,LW,50,45,60
Player_2017_251,Player 2017 251,75,75,28,CB,55,82,32
Player_2017_252,Player 2017 252,55,63,27,RW,89,78,40
Player_2017_253,Player 2017 253,51,53,32,RW,47,77,44
Player_2017_254,Player 2017 254,58,67,31,RW,44,75,57
Player_2017_255,Player 2017 255,49,53,32,GK,73,60,34
Player_2017_256,Player 2017 256,75,84,29,CB,86,55,50
Player_2017_257,Player 2017 257,54,61,22,CB,40,61,30
Player_2017_258,Player 2017 258,79,88,21,CM,87,48,33
Player_2017_259,Player 2017 259,52,55,20,LW,40,70,80
Player_2017_260,Player 2017 260,76,79,21,GK,57,89,47
Player_2017_261,Player 2017 261,83,89,18,LW,71,52,51
Player_2017_262,Player 2017 262,62,71,22,RW,69,56,71
Player_2017_263,Player 2017 263,78,79,29,CM,83,48,32
Player_2017_264,Player 2017 264,45,51,18,RW,67,86,56
Player_2017_265,Player 2017 265,81,90,33,LW,59,41,38
Player_2017_266,Player 2017 266,50,51,19,CM,79,49,65
Player_2017_267,Player 2017 267,58,58,28,LW,44,54,62
Player_2017_268,Player 2017 268,59,60,26,ST,70,48,38
Player_2017_269,Player 2017 269,62,62,18,CM,52,70,74
Player_2017_270,Player 2017 270,47,50,18,GK,79,81,62
Player_2017_271,Player 2017 271,48,54,23,CM,87,54,30
Player_2017_272,Player 2017 272,63,65,29,CB,86,63,53
Player_2017_273,Player 2017 273,57,59,23,RW,82,82,45
Player_2017_274,Player 2017 274,66,68,33,GK,75,51,66
Player_2017_275,Player 2017 275,54,54,31,CM,73,74,74
Player_2017_276,Player 2017 276,65,71,26,RW,76,61,50
Player_2017_277,Player 2017 277,70,71,21,ST,88,88,68
Player_2017_278,Player 2017 278,75,80,33,CM,82,84,54
Player_2017_279,Player 2017 279,74,81,28,ST,86,76,72
Player_2017_280,Player 2017 280,80,81,20,RW,43,76,43
Player_2017_281,Player 2017 281,66,72,33,CB,63,73,31
Player_2017_282,Player 2017 282,84,88,20,CB,44,49,53
Player_2017_283,Player 2017 283,50,53,27,GK,87,75,31
Player_2017_284,Player 2017 284,68,75,34,RW,47,88,81
Player_2017_285,Player 2017 285,66,75,33,GK,47,78,36
Player_2017_286,Player 2017 286,54,60,24,CB,67,74,83
Player_2017_287,Player 2017 287,83,87,23,ST,49,48,70
Player_2017_288,Player 2017 288,57,61,21,ST,54,43,55
Player_2017_289,Player 2017 289,48,52,26,RW,58,75,72
Player_2017_290,Player 2017 290,47,56,20,RW,46,77,78
Player_2017_291,Player 2017 291,76,78,32,ST,45,63,33
Player_2017_292,Player 2017 292,60,69,32,RW,73,55,48
Player_2017_293,Player 2017 293,64,68,34,CB,56,62,38
Player_2017_294,Player 2017 294,75,84,20,CB,71,55,71
Player_2017_295,Player 2017 295,53,61,24,CB,40,75,80
Player_2017_296,Player 2017 296,64,70,23,RW,77,79,76
Player_2017_297,Player 2017 297,49,57,18,ST,82,71,79
Player_2017_298,Player 2017 298,63,68,27,CB,58,65,33
Player_2017_299,Player 2017 299,53,59,27,GK,50,70,56
Player_2017_300,Player 2017 300,58,64,33,ST,84,63,62
Player_2017_301,Player 2017 301,71,80,21,RW,43,64,55
Player_2017_302,Player 2017 302,48,48,34,LW,59,83,70
Player_2017_303,Player 2017 303,75,75,21,RW,53,59,34
Player_2017_304,Player 2017 304,53,56,31,CM,45,67,83
Player_2017_305,Player 2017 305,49,58,34,GK,63,64,63
Player_2017_306,Player 2017 306,46,48,22,RW,84,87,82
Player_2017_307,Player 2017 307,50,56,25,LW,84,73,74
Player_2017_308,Player 2017 308,48,57,24,ST,40,78,79
Player_2017_309,Player 2017 309,81,85,25,GK,48,64,79
Player_2017_310,Player 2017 310,54,56,31,GK,83,41,66
Player_2017_311,Player 2017 311,61,66,23,ST,46,52,31
Player_2017_312,Player 2017 312,48,53,34,CM,45,77,66
Player_2017_313,Player 2017 313,82,87,31,GK,88,47,69
Player_2017_314,Player 2017 314,71,73,20,LW,66,74,83
Player_2017_315,Player 2017 315,53,58,26,GK,66,87,83
Player_2017_316,Player 2017 316,80,81,23,LW,78,56,38
Player_2017_317,Player 2017 317,84,84,20,GK,46,69,72
Player_2017_318,Player 2017 318,83,86,23,CB,73,47,49
Player_2017_319,Player 2017 319,79,81,34,CM,44,44,65
Player_2017_320,Player 2017 320,82,89,23,RW,67,69,75
Player_2017_321,Player 2017 321,66,70,31,LW,62,53,46
Player_2017_322,Player 2017 322,54,63,32,ST,76,50,55
Player_2017_323,Player 2017 323,65,71,22,LW,40,41,61
Player_2017_324,Player 2017 324,57,60,30,CB,60,58,71
Player_2017_325,Player 2017 325,77,86,25,CB,66,52,63
Player_2017_326,Player 2017 326,61,70,21,ST,74,87,43
Player_2017_327,Player 2017 327,77,77,24,RW,66,47,79
Player_2017_328,Player 2017 328,57,60,22,CM,48,61,79
Player_2017_329,Player 2017 329,58,67,25,GK,81,74,32
Player_2017_330,Player 2017 330,77,78,19,GK,73,69,45
Player_2017_331,Player 2017 331,53,59,25,ST,42,54,70
Player_2017_332,Player 2017 332,67,74,22,LW,84,45,78
Player_2017_333,Player 2017 333,57,64,22,RW,58,58,40
Player_2017_334,Player 2017 334,52,60,19,CB,44,83,48
Player_2017_335,Player 2017 335,51,54,26,CB,65,48,37
Player_2017_336,Player 2017 336,82,87,30,CM,71,56,45
Player_2017_337,Player 2017 337,54,62,34,CB,87,88,84
Player_2017_338,Player 2017 338,59,63,23,RW,72,51,72
Player_2017_339,Player 2017 339,72,81,27,CM,77,50,73
Player_2017_340,Player 2017 340,69,76,23,LW,42,53,76
Player_2017_341,Player 2017 341,82,91,26,GK,78,69,84
Player_2017_342,Player 2017 342,71,74,31,CM,89,43,58
Player_2017_343,Player 2017 343,48,53,30,CM,81,62,76
Player_2017_344,Player 2017 344,63,63,28,RW,56,42,35
Player_2017_345,Player 2017 345,46,48,25,LW,70,72,40
Player_2017_346,Player 2017 346,81,88,24,CM,62,40,42
Player_2017_347,Player 2017 347,66,68,30,LW,45,89,33
Player_2017_348,Player 2017 348,82,90,18,LW,50,87,50
Player_2017_349,Player 2017 349,48,51,25,CM,52,86,51
Player_2017_350,Player 2017 350,66,72,18,ST,42,45,44
Player_2017_351,Player 2017 351,58,65,22,LW,78,44,51
Player_2017_352,Player 2017 352,74,74,27,ST,78,75,82
Player_2017_353,Player 2017 353,79,86,31,CB,79,44,59
Player_2017_354,Player 2017 354,70,78,29,CB,88,76,57
Player_2017_355,Player 2017 355,79,80,26,RW,49,55,61
Player_2017_356,Player 2017 356,51,59,25,CM,62,76,51
Player_2017_357,Player 2017 357,50,59,29,CM,56,75,35
Player_2017_358,Player 2017 358,52,60,28,ST,48,41,64
Player_2017_359,Player 2017 359,46,47,30,RW,48,52,69
Player_2017_360,Player 2017 360,54,57,23,CM,68,43,58
Player_2017_361,Player 2017 361,47,49,21,GK,51,57,77
Player_2017_362,Player 2017 362,82,82,20,RW,55,84,57
Player_2017_363,Player 2017 363,68,69,19,LW,68,71,77
Player_2017_364,Player 2017 364,55,61,27,CM,68,59,64
Player_2017_365,Player 2017 365,67,67,18,ST,60,57,37
Player_2017_366,Player 2017 366,45,46,23,LW,68,47,83
Player_2017_367,Player 2017 367,64,71,26,ST,46,66,34
Player_2017_368,Player 2017 368,48,56,26,RW,44,73,84
Player_2017_369,Player 2017 369,55,55,19,GK,60,44,80
Player_2017_370,Player 2017 370,74,83,31,ST,43,45,43
Player_2017_371,Player 2017 371,55,60,23,CB,75,43,60
Player_2017_372,Player 2017 372,79,84,22,GK,52,75,32
Player_2017_373,Player 2017 373,83,88,34,CM,44,41,64
Player_2017_374,Player 2017 374,78,82,26,ST,77,57,42
Player_2017_375,Player 2017 375,81,81,26,CB,41,42,56
Player_2017_376,Player 2017 376,54,61,33,CM,49,48,35
Player_2017_377,Player 2017 377,65,65,23,CM,82,89,56
Player_2017_378,Player 2017 378,66,70,32,GK,71,78,33
Player_2017_379,Player 2017 379,73,77,20,LW,71,80,68
Player_2017_380,Player 2017 380,46,46,19,RW,60,47,66
Player_2017_381,Player 2017 381,45,51,26,CM,86,86,39
Player_2017_382,Player 2017 382,58,66,33,RW,65,66,62
Player_2017_383,Player 2017 383,78,83,23,LW,63,83,65
Player_2017_384,Player 2017 384,76,81,23,CB,57,49,56
Player_2017_385,Player 2017 385,49,52,26,RW,46,49,63
Player_2017_386,Player 2017 386,58,60,27,CM,70,82,83
Player_2017_387,Player 2017 387,77,85,23,LW,78,80,80
Player_2017_388,Player 2017 388,57,65,18,RW,41,69,37
Player_2017_389,Player 2017 389,81,86,20,CM,63,40,43
Player_2017_390,Player 2017 390,63,69,29,LW,88,43,54
Player_2017_391,Player 2017 391,67,69,21,CM,80,87,36
Player_2017_392,Player 2017 392,50,54,28,LW,73,46,72
Player_2017_393,Player 2017 393,80,84,33,LW,73,63,42
Player_2017_394,Player 2017 394,79,88,27,CM,46,65,65
Player_2017_395,Player 2017 395,70,78,30,GK,71,52,50
Player_2017_396,Player 2017 396,74,83,22,RW,89,55,74
Player_2017_397,Player 2017 397,82,82,31,CB,73,89,35
Player_2017_398,Player 2017 398,82,83,29,RW,80,68,59
Player_2017_399,Player 2017 399,54,54,29,RW,59,69,68
Player_2017_400,Player 2017 400,47,54,25,CB,66,44,49
Player_2017_401,Player 2017 401,79,87,23,CB,74,61,58
Player_2017_402,Player 2017 402,54,62,24,LW,59,80,36
Player_2017_403,Player 2017 403,77,77,23,CM,41,89,54
Player_2017_404,Player 2017 404,48,53,30,CB,52,86,33
Player_2017_405,Player 2017 405,49,56,30,CB,48,51,66
Player_2017_406,Player 2017 406,80,83,23,RW,75,62,68
Player_2017_407,Player 2017 407,49,54,30,RW,74,72,55
Player_2017_408,Player 2017 408,58,63,23,LW,47,58,40
Player_2017_409,Player 2017 409,74,81,29,CB,75,50,57
Player_2017_410,Player 2017 410,45,50,19,RW,48,45,73
Player_2017_411,Player 2017 411,74,82,18,RW,69,52,45
Player_2017_412,Player 2017 412,76,83,20,GK,71,72,74
Player_2017_413,Player 2017 413,54,55,25,RW,52,53,31
Player_2017_414,Player 2017 414,66,67,30,CM,89,47,54
Player_2017_415,Player 2017 415,82,90,30,RW,60,41,57
Player_2017_416,Player 2017 416,83,92,20,GK,54,62,77
Player_2017_417,Player 2017 417,71,74,25,CB,49,45,84
Player_2017_418,Player 2017 418,69,71,27,CB,69,52,60
Player_2017_419,Player 2017 419,59,68,23,CM,46,62,78
Player_2017_420,Player 2017 420,74,77,30,RW,46,79,66
Player_2017_421,Player 2017 421,80,88,30,CM,43,67,68
Player_2017_422,Player 2017 422,77,79,31,CB,72,44,48
Player_2017_423,Player 2017 423,68,77,21,RW,74,80,50
Player_2017_424,Player 2017 424,57,60,27,ST,82,85,57
Player_2017_425,Player 2017 425,83,86,20,GK,58,53,52
Player_2017_426,Player 2017 426,69,73,29,GK,59,51,30
Player_2017_427,Player 2017 427,53,59,20,CB,40,61,58
