short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2019_63,Player 2019 63,48,56,18,CM,57,47,53
Player_2019_64,Player 2019 64,77,82,18,GK,64,43,45
Player_2019_65,Player 2019 65,82,86,32,CB,62,75,38
Player_2019_66,Player 2019 66,54,59,30,CB,85,83,62
Player_2019_67,Player 2019 67,60,69,32,RW,46,40,79
Player_2019_68,Player 2019 68,62,71,21,RW,59,42,76
Player_2019_69,Player 2019 69,81,87,29,CB,65,86,53
Player_2019_70,Player 2019 70,77,79,23,GK,85,53,37
Player_2019_71,Player 2019 71,51,55,21,LW,86,58,83
Player_2019_72,Player 2019 72,72,75,24,CB,89,83,45
Player_2019_73,Player 2019 73,50,56,29,ST,72,61,71
Player_2019_74,Player 2019 74,50,59,20,ST,42,78,41
Player_2019_75,Player 2019 75,83,86,23,CM,82,86,48
Player_2019_76,Player 2019 76,57,64,23,RW,41,86,57
Player_2019_77,Player 2019 77,73,80,28,CM,64,42,43
Player_2019_78,Player 2019 78,60,64,21,GK,62,44,53
Player_2019_79,Player 2019 79,49,54,27,CB,51,77,40
Player_2019_80,Player 2019 80,74,83,29,LW,56,82,51
Player_2019_81,Player 2019 81,73,73,33,CB,50,81,59
Player_2019_82,Player 2019 82,71,73,31,CB,44,51,57
Player_2019_83,Player 2019 83,60,63,30,LW,69,41,33
Player_2019_84,Player 2019 84,77,81,25,GK,58,87,60
Player_2019_85,Player 2019 85,72,80,18,ST,61,86,82
Player_2019_86,Player 2019 86,70,74,32,CM,46,70,50
Player_2019_87,Player 2019 87,60,60,22,CB,51,42,66
Player_2019_88,Player 2019 88,67,67,24,GK,89,71,83
Player_2019_89,Player 2019 89,47,53,33,ST,68,75,61
Player_2019_90,Player 2019 90,48,49,20,GK,45,65,74
Player_2019_91,Player 2019 91,47,49,19,LW,70,82,33
Player_2019_92,Player 2019 92,45,47,30,GK,42,86,65
Player_2019_93,Player 2019 93,47,51,22,LW,52,58,52
Player_2019_94,Player 2019 94,57,62,30,CM,74,40,57
Player_2019_95,Player 2019 95,69,78,18,LW,47,46,80
Player_2019_96,Player 2019 96,62,64,21,RW,78,54,74
Player_2019_97,Player 2019 97,50,57,27,CM,44,53,43
Player_2019_98,Player 2019 98,63,64,27,GK,83,55,54
Player_2019_99,Player 2019 99,70,73,34,CM,76,82,72
Player_2019_100,Player 2019 100,64,71,30,CB,70,87,46
Player_2019_101,Player 2019 101,45,49,23,CM,53,54,48
Player_2019_102,Player 2019 102,59,61,25,LW,77,61,32
Player_2019_103,Player 2019 103,51,57,31,RW,68,72,78
Player_2019_104,Player 2019 104,60,65,23,CM,70,81,66
Player_2019_105,Player 2019 105,69,70,30,GK,53,63,42
Player_2019_106,Player 2019 106,50,58,33,ST,80,66,79
Player_2019_107,Player 2019 107,69,73,19,ST,50,55,70
Player_2019_108,Player 2019 108,65,71,22,RW,62,75,67
Player_2019_109,Player 2019 109,56,63,28,GK,79,74,60
Player_2019_110,Player 2019 110,58,63,18,CB,61,63,48
Player_2019_111,Player 2019 111,79,81,26,GK,75,70,61
Player_2019_112,Player 2019 112,56,57,31,GK,86,86,53
Player_2019_113,Player 2019 113,76,76,28,CM,63,62,77
Player_2019_114,Player 2019 114,49,56,29,LW,68,81,43
Player_2019_115,Player 2019 115,67,69,19,RW,66,67,33
Player_2019_116,Player 2019 116,68,69,26,GK,82,64,32
Player_2019_117,Player 2019 117,55,61,21,CM,75,62,79
Player_2019_118,Player 2019 118,45,54,20,RW,69,63,60
Player_2019_119,Player 2019 119,67,68,18,CM,77,49,36
Player_2019_120,Player 2019 120,81,89,26,ST,41,58,45
Player_2019_121,Player 2019 121,57,64,27,RW,73,83,80
Player_2019_122,Player 2019 122,63,66,24,LW,52,88,68
Player_2019_123,Player 2019 123,55,62,22,CM,73,49,71
Player_2019_124,Player 2019 124,78,80,27,RW,82,43,48
Player_2019_125,Player 2019 125,78,80,25,GK,44,67,67
Player_2019_126,Player 2019 126,63,70,22,ST,42,57,31
Player_2019_127,Player 2019 127,53,59,22,LW,53,82,60
Player_2019_128,Player 2019 128,59,66,22,GK,49,40,38
Player_2019_129,Player 2019 129,71,77,27,RW,81,46,45
Player_2019_130,Player 2019 130,67,69,26,LW,86,75,39
Player_2019_131,Player 2019 131,80,87,27,LW,44,75,45
Player_2019_132,Player 2019 132,83,89,24,ST,42,43,69
Player_2019_133,Player 2019 133,84,86,22,LW,47,56,77
Player_2019_134,Player 2019 134,77,78,33,CM,71,48,35
Player_2019_135,Player 2019 135,78,82,26,LW,62,56,45
Player_2019_136,Player 2019 136,66,73,25,CB,44,85,79
Player_2019_137,Player 2019 137,71,76,25,ST,76,49,82
Player_2019_138,Player 2019 138,71,79,30,GK,59,76,52
Player_2019_139,Player 2019 139,70,77,33,CM,50,76,84
Player_2019_140,Player 2019 140,80,89,23,CM,88,48,74
Player_2019_141,Player 2019 141,68,68,31,GK,74,67,60
Player_2019_142,Player 2019 142,82,88,31,LW,67,87,82
Player_2019_143,Player 2019 143,67,69,27,GK,55,44,67
Player_2019_144,Player 2019 144,82,90,28,RW,74,68,50
Player_2019_145,Player 2019 145,45,53,30,CB,70,50,43
Player_2019_146,Player 2019 146,48,52,33,GK,70,78,79
Player_2019_147,Player 2019 147,59,67,26,ST,66,81,32
Player_2019_148,Player 2019 148,78,84,22,RW,84,79,47
Player_2019_149,Player 2019 149,77,82,24,RW,53,81,74
Player_2019_150,Player 2019 150,53,56,32,CB,89,66,51
Player_2019_151,Player 2019 151,64,71,27,ST,53,80,81
Player_2019_152,Player 2019 152,84,89,27,RW,66,61,83
Player_2019_153,Player 2019 153,56,57,20,GK,48,69,58
Player_2019_154,Player 2019 154,76,80,23,LW,63,67,38
Player_2019_155,Player 2019 155,58,63,20,GK,70,79,31
Player_2019_156,Player 2019 156,51,55,23,CB,42,56,75
Player_2019_157,Player 2019 157,65,73,27,LW,76,50,50
Player_2019_158,Player 2019 158,72,74,19,ST,80,43,46
Player_2019_159,Player 2019 159,69,72,25,CM,42,65,34
Player_2019_160,Player 2019 160,53,58,29,ST,40,76,80
Player_2019_161,Player 2019 161,67,76,22,GK,67,76,65
Player_2019_162,Player 2019 162,56,65,23,RW,82,72,48
Player_2019_163,Player 2019 163,49,54,27,RW,88,75,56
Player_2019_164,Player 2019 164,46,47,33,RW,63,47,78
Player_2019_165,Player 2019 165,81,84,21,RW,66,86,36
Player_2019_166,Player 2019 166,66,71,30,LW,83,43,66
Player_2019_167,Player 2019 167,63,65,27,LW,69,47,58
Player_2019_168,Player 2019 168,71,71,24,GK,47,87,30
Player_2019_169,Player 2019 169,58,66,25,CB,61,78,61
Player_2019_170,Player 2019 170,84,84,18,RW,42,66,82
Player_2019_171,Player 2019 171,46,47,24,LW,58,63,51
Player_2019_172,Player 2019 172,46,47,34,CB,68,82,55
Player_2019_173,Player 2019 173,52,57,29,CM,59,86,54
Player_2019_174,Player 2019 174,59,68,25,CM,69,69,42
Player_2019_175,Player 2019 175,52,56,27,LW,89,89,59
Player_2019_176,Player 2019 176,57,61,33,CM,78,43,76
Player_2019_177,Player 2019 177,65,67,24,RW,84,49,80
Player_2019_178,Player 2019 178,57,59,19,ST,54,40,78
Player_2019_179,Player 2019 179,61,68,22,CB,53,57,39
Player_2019_180,Player 2019 180,82,84,29,CB,87,71,73
Player_2019_181,Player 2019 181,51,59,34,LW,70,45,77
Player_2019_182,Player 2019 182,72,74,26,CM,57,59,66
Player_2019_183,Player 2019 183,81,87,23,GK,57,82,55
Player_2019_184,Player 2019 184,73,76,23,GK,49,58,44
Player_2019_185,Player 2019 185,66,66,30,GK,53,74,83
Player_2019_186,Player 2019 186,83,86,22,RW,47,60,83
Player_2019_187,Player 2019 187,52,56,23,CB,86,42,56
Player_2019_188,Player 2019 188,78,81,34,GK,87,72,50
Player_2019_189,Player 2019 189,62,71,21,CM,78,49,42
Player_2019_190,Player 2019 190,53,58,29,ST,44,85,30
Player_2019_191,Player 2019 191,80,89,20,CM,77,71,61
Player_2019_192,Player 2019 192,83,91,27,CM,58,70,77
Player_2019_193,Player 2019 193,79,82,31,GK,63,43,32
Player_2019_194,Player 2019 194,48,52,22,GK,54,79,31
Player_2019_195,Player 2019 195,63,70,18,GK,50,46,63
Player_2019_196,Player 2019 196,57,60,22,RW,76,60,60
Player_2019_197,Player 2019 197,55,64,34,RW,67,67,47
Player_2019_198,Player 2019 198,76,85,30,GK,74,81,70
Player_2019_199,Player 2019 199,59,61,19,GK,56,52,70
Player_2019_200,Player 2019 200,84,87,26,LW,82,54,49
Player_2019_201,Player 2019 201,63,64,30,CB,50,81,53
Player_2019_202,Player 2019 202,66,75,21,RW,43,67,78
Player_2019_203,Player 2019 203,83,88,30,RW,69,44,55
Player_2019_204,Player 2019 204,53,53,23,GK,75,58,45
Player_2019_205,Player 2019 205,76,81,22,RW,86,56,57
Player_2019_206,Player 2019 206,56,63,32,GK,50,79,51
Player_2019_207,Player 2019 207,78,79,24,RW,72,58,36
Player_2019_208,Player 2019 208,67,76,28,CM,44,55,80
Player_2019_209,Player 2019 209,78,85,31,GK,69,53,62
Player_2019_210,Player 2019 210,54,56,25,LW,40,42,41
Player_2019_211,Player 2019 211,57,65,26,ST,64,51,75
Player_2019_212,Player 2019 212,78,79,23,RW,65,86,67
Player_2019_213,Player 2019 213,49,50,34,CM,69,87,43
Player_2019_214,Player 2019 214,66,67,28,CM,60,84,56
Player_2019_215,Player 2019 215,76,80,27,LW,82,56,44
Player_2019_216,Player 2019 216,53,61,21,ST,53,60,33
Player_2019_217,Player 2019 217,64,65,31,LW,82,46,36
Player_2019_218,Player 2019 218,70,74,20,ST,81,72,67
Player_2019_219,Player 2019 219,48,49,19,GK,71,57,82
Player_2019_220,Player 2019 220,48,50,24,LW,79,87,65
Player_2019_221,Player 2019 221,65,73,29,ST,79,76,60
Player_2019_222,Player 2019 222,48,54,22,GK,41,72,61
Player_2019_223,Player 2019 223,73,80,32,GK,44,67,31
Player_2019_224,Player 2019 224,67,71,31,ST,53,55,32
Player_2019_225,Player 2019 225,75,78,32,LW,42,80,73
Player_2019_226,Player 2019 226,55,57,27,ST,52,75,43
Player_2019_227,Player 2019 227,48,50,23,LW,85,58,64
Player_2019_228,Player 2019 228,71,72,24,LW,57,72,71
Player_2019_229,Player 2019 229,59,60,30,ST,77,46,82
Player_2019_230,Player 2019 230,74,82,23,RW,84,72,68
Player_2019_231,Player 2019 231,64,71,29,LW,61,64,31
Player_2019_232,Player 2019 232,53,59,18,ST,88,43,55
Player_2019_233,Player 2019 233,74,82,31,RW,80,47,45
Player_2019_234,Player 2019 234,65,67,30,CB,54,44,68
Player_2019_235,Player 2019 235,69,74,31,ST,73,43,83
Player_2019_236,Player 2019 236,59,67,31,LW,76,60,80
Player_2019_237,Player 2019 237,56,62,28,LW,75,57,53
Player_2019_238,Player 2019 238,54,55,25,GK,68,84,78
Player_2019_239,Player 2019 239,57,65,21,RW,67,73,79
Player_2019_240,Player 2019 240,76,82,22,RW,79,77,64
Player_2019_241,Player 2019 241,67,69,27,GK,59,69,39
Player_2019_242,Player 2019 242,61,65,27,ST,44,88,75
Player_2019_243,Player 2019 243,48,50,27,LW,58,48,52
Player_2019_244,Player 2019 244,45,49,18,RW,64,45,81
Player_2019_245,Player 2019 245,63,65,34,CM,55,52,72
Player_2019_246,Player 2019 246,66,66,27,GK,68,40,33
Player_2019_247,Player 2019 247,62,67,28,CM,79,76,60
Player_2019_248,Player 2019 248,53,61,29,RW,64,49,51
Player_2019_249,Player 2019 249,61,69,29,LW,82,54,79
Player_2019_250,Player 2019 250,63,72,30,ST,66,83,50
Player_2019_251,Player 2019 251,71,72,18,LW,40,42,47
Player_2019_252,Player 2019 252,77,79,23,CM,48,82,67
Player_2019_253,Player 2019 253,45,46,31,ST,78,88,51
Player_2019_254,Player 2019 254,74,78,22,LW,48,74,67
Player_2019_255,Player 2019 255,56,61,24,CM,51,49,84
Player_2019_256,Player 2019 256,53,62,22,ST,61,78,76
Player_2019_257,Player 2019 257,53,60,21,CM,59,41,31
Player_2019_258,Player 2019 258,64,72,18,ST,86,49,42
Player_2019_259,Player 2019 259,55,63,24,CM,85,63,76
Player_2019_260,Player 2019 260,66,66,22,ST,43,77,57
Player_2019_261,Player 2019 261,59,67,23,LW,78,89,48
Player_2019_262,Player 2019 262,52,56,23,ST,83,63,66
Player_2019_263,Player 2019 263,54,55,27,CB,55,59,36
Player_2019_264,Player 2019 264,54,54,27,LW,88,88,66
Player_2019_265,Player 2019 265,73,78,32,RW,85,53,34
Player_2019_266,Player 2019 266,79,79,23,ST,86,46,70
Player_2019_267,Player 2019 267,78,81,21,GK,47,82,68
Player_2019_268,Player 2019 268,57,63,25,GK,50,89,79
Player_2019_269,Player 2019 269,50,50,25,CM,87,71,49
Player_2019_270,Player 2019 270,77,83,30,CM,45,84,48
Player_2019_271,Player 2019 271,70,78,26,CB,77,57,49
Player_2019_272,Player 2019 272,53,53,26,GK,53,41,32
Player_2019_273,Player 2019 273,71,75,34,GK,73,48,71
Player_2019_274,Player 2019 274,46,53,31,ST,75,69,39
Player_2019_275,Player 2019 275,65,72,26,GK,41,69,42
Player_2019_276,Player 2019 276,56,62,30,GK,57,63,50
Player_2019_277,Player 2019 277,74,80,22,LW,65,76,41
Player_2019_278,Player 2019 278,70,74,26,ST,89,49,37
Player_2019_279,Player 2019 279,68,77,28,GK,67,75,77
Player_2019_280,Player 2019 280,72,72,32,CB,67,50,55
Player_2019_281,Player 2019 281,53,55,22,CB,43,51,56
Player_2019_282,Player 2019 282,66,75,28,RW,76,80,69
Player_2019_283,Player 2019 283,57,59,19,ST,79,44,68
Player_2019_284,Player 2019 284,71,72,33,ST,75,75,60
Player_2019_285,Player 2019 285,82,82,20,LW,72,73,57
Player_2019_286,Player 2019 286,48,50,22,CB,52,67,64
Player_2019_287,Player 2019 287,61,61,27,CB,89,63,45
Player_2019_288,Player 2019 288,52,55,33,CM,51,46,67
Player_2019_289,Player 2019 289,82,85,30,LW,47,71,61
Player_2019_290,Player 2019 290,83,90,27,RW,80,77,53
Player_2019_291,Player 2019 291,50,58,31,CM,68,57,59
Player_2019_292,Player 2019 292,79,88,31,RW,62,68,80
Player_2019_293,Player 2019 293,73,73,32,CB,76,53,46
Player_2019_294,Player 2019 294,65,67,25,CM,75,51,41
Player_2019_295,Player 2019 295,66,69,32,GK,75,53,54
Player_2019_296,Player 2019 296,80,86,24,CB,74,60,56
Player_2019_297,Player 2019 297,78,87,34,LW,45,57,80
Player_2019_298,Player 2019 298,66,67,22,CM,47,69,62
Player_2019_299,Player 2019 299,79,85,22,ST,82,56,38
Player_2019_300,Player 2019 300,59,62,19,RW,75,82,57
Player_2019_301,Player 2019 301,74,81,27,ST,67,75,69
Player_2019_302,Player 2019 302,80,82,24,CM,41,64,61
Player_2019_303,Player 2019 303,47,49,20,GK,82,80,42
Player_2019_304,Player 2019 304,55,64,29,CM,40,55,72
Player_2019_305,Player 2019 305,60,67,24,GK,79,88,76
Player_2019_306,Player 2019 306,48,54,21,CM,58,50,50
Player_2019_307,Player 2019 307,63,63,25,ST,85,49,41
Player_2019_308,Player 2019 308,52,57,19,ST,83,73,70
Player_2019_309,Player 2019 309,70,77,34,CB,79,59,46
Player_2019_310,Player 2019 310,77,77,23,ST,89,74,30
Player_2019_311,Player 2019 311,51,58,25,LW,65,87,39
Player_2019_312,Player 2019 312,59,67,20,GK,62,43,61
Player_2019_313,Player 2019 313,67,68,25,RW,70,50,42
Player_2019_314,Player 2019 314,50,57,27,CM,75,57,46
Player_2019_315,Player 2019 315,53,55,24,GK,45,46,71
Player_2019_316,Player 2019 316,55,59,18,RW,83,76,62
Player_2019_317,Player 2019 317,70,78,32,RW,48,58,65
Player_2019_318,Player 2019 318,73,77,27,RW,72,40,36
Player_2019_319,Player 2019 319,80,83,23,ST,79,57,41
Player_2019_320,Player 2019 320,59,65,25,LW,66,62,60
Player_2019_321,Player 2019 321,78,84,26,CB,50,44,31
Player_2019_322,Player 2019 322,71,75,33,CM,51,42,31
Player_2019_323,Player 2019 323,65,71,32,GK,63,81,62
Player_2019_324,Player 2019 324,82,91,19,ST,41,76,46
Player_2019_325,Player 2019 325,63,72,30,RW,85,79,31
Player_2019_326,Player 2019 326,75,81,25,LW,43,51,71
Player_2019_327,Player 2019 327,69,77,26,CB,81,64,54
Player_2019_328,Player 2019 328,62,68,21,ST,72,69,62
Player_2019_329,Player 2019 329,52,56,29,ST,87,88,63
Player_2019_330,Player 2019 330,50,57,27,LW,59,53,49
Player_2019_331,Player 2019 331,61,63,23,ST,72,76,52
Player_2019_332,Player 2019 332,73,75,28,RW,57,58,68
Player_2019_333,Player 2019 333,50,56,18,GK,77,56,37
Player_2019_334,Player 2019 334,60,69,30,CB,45,52,65
Player_2019_335,Player 2019 335,80,86,19,GK,45,64,30
Player_2019_336,Player 2019 336,74,76,18,CM,54,57,84
Player_2019_337,Player 2019 337,52,55,29,RW,73,89,48
Player_2019_338,Player 2019 338,65,69,33,CB,84,77,30
Player_2019_339,Player 2019 339,75,84,26,GK,51,58,78
Player_2019_340,Player 2019 340,84,89,19,RW,51,56,70
Player_2019_341,Player 2019 341,76,83,25,LW,53,68,82
Player_2019_342,Player 2019 342,61,67,22,ST,52,53,34
Player_2019_343,Player 2019 343,78,83,20,CB,52,46,75
Player_2019_344,Player 2019 344,57,59,32,LW,45,67,56
Player_2019_345,Player 2019 345,47,48,27,CB,77,81,37
Player_2019_346,Player 2019 346,79,84,28,CB,57,76,56
Player_2019_347,Player 2019 347,77,80,29,CB,68,78,61
Player_2019_348,Player 2019 348,68,74,18,GK,81,75,44
Player_2019_349,Player 2019 349,52,54,30,CB,41,85,33
Player_2019_350,Player 2019 350,72,73,26,GK,74,61,62
Player_2019_351,Player 2019 351,61,66,18,LW,44,76,69
Player_2019_352,Player 2019 352,59,64,27,ST,85,65,79
Player_2019_353,Player 2019 353,72,75,24,ST,71,40,82
Player_2019_354,Player 2019 354,47,51,19,ST,64,60,81
Player_2019_355,Player 2019 355,66,71,31,RW,60,44,76
Player_2019_356,Player 2019 356,73,82,34,ST,85,89,37
Player_2019_357,Player 2019 357,66,74,18,CB,68,82,65
Player_2019_358,Player 2019 358,70,73,29,GK,40,86,78
Player_2019_359,Player 2019 359,81,87,21,LW,74,51,43
Player_2019_360,Player 2019 360,62,71,31,LW,65,73,66
Player_2019_361,Player 2019 361,57,65,26,CB,68,70,63
Player_2019_362,Player 2019 362,73,79,19,GK,43,52,60
Player_2019_363,Player 2019 363,56,60,19,RW,62,43,33
Player_2019_364,Player 2019 364,72,79,30,RW,45,78,83
Player_2019_365,Player 2019 365,75,80,22,ST,51,83,49
Player_2019_366,Player 2019 366,66,69,33,CM,45,60,32
Player_2019_367,Player 2019 367,81,90,22,RW,43,73,71
Player_2019_368,Player 2019 368,57,60,26,CM,52,63,66
Player_2019_369,Player 2019 369,75,76,21,CB,83,56,43
Player_2019_370,Player 2019 370,49,52,20,CM,67,61,84
Player_2019_371,Player 2019 371,51,55,32,RW,62,50,44
Player_2019_372,Player 2019 372,54,62,34,LW,43,51,34
Player_2019_373,Player 2019 373,54,54,28,CM,46,77,65
Player_2019_374,Player 2019 374,82,91,26,LW,47,77,81
Player_2019_375,Player 2019 375,51,60,19,CM,49,78,32
Player_2019_376,Player 2019 376,58,62,20,GK,79,83,75
Player_2019_377,Player 2019 377,76,78,23,CB,50,48,61
Player_2019_378,Player 2019 378,77,83,23,CM,77,87,51
Player_2019_379,Player 2019 379,73,80,20,ST,76,55,68
Player_2019_380,Player 2019 380,64,70,21,GK,81,58,41
Player_2019_381,Player 2019 381,57,59,25,LW,55,54,64
Player_2019_382,Player 2019 382,62,67,29,CB,41,76,42
Player_2019_383,Player 2019 383,76,76,28,LW,47,81,45
Player_2019_384,Player 2019 384,66,68,20,GK,43,84,43
Player_2019_385,Player 2019 385,84,89,25,GK,40,57,68
Player_2019_386,Player 2019 386,65,72,19,CM,50,49,65
Player_2019_387,Player 2019 387,66,67,28,ST,60,49,65
Player_2019_388,Player 2019 388,51,53,26,CB,58,42,82
Player_2019_389,Player 2019 389,73,79,33,CB,65,83,32
Player_2019_390,Player 2019 390,80,84,32,RW,78,80,69
Player_2019_391,Player 2019 391,59,62,28,CB,52,41,56
Player_2019_392,Player 2019 392,70,77,31,CB,53,78,65
Player_2019_393,Player 2019 393,60,64,23,GK,57,69,80
Player_2019_394,Player 2019 394,79,87,26,CB,41,66,74
Player_2019_395,Player 2019 395,48,54,32,RW,58,48,31
Player_2019_396,Player 2019 396,63,64,27,GK,79,41,38
Player_2019_397,Player 2019 397,59,63,23,CB,74,79,48
Player_2019_398,Player 2019 398,75,83,18,ST,66,73,71
Player_2019_399,Player 2019 399,71,74,18,CB,69,70,76
Player_2019_400,Player 2019 400,57,61,20,CM,83,64,58
Player_2019_401,Player 2019 401,48,57,25,ST,49,65,50
Player_2019_402,Player 2019 402,69,70,27,ST,60,64,34
Player_2019_403,Player 2019 403,55,62,23,GK,84,82,57
Player_2019_404,Player 2019 404,58,58,22,CM,48,61,70
Player_2019_405,Player 2019 405,47,55,19,CB,61,49,48
Player_2019_406,Player 2019 406,63,66,33,CM,70,66,67
Player_2019_407,Player 2019 407,47,49,30,RW,48,67,44
Player_2019_408,Player 2019 408,77,77,20,RW,40,66,76
Player_2019_409,Player 2019 409,74,77,30,RW,82,87,50
Player_2019_410,Player 2019 410,80,80,22,LW,55,69,77
Player_2019_411,Player 2019 411,79,85,34,GK,58,83,84
Player_2019_412,Player 2019 412,74,79,24,ST,82,43,60
Player_2019_413,Player 2019 413,56,64,21,CM,57,50,73
Player_2019_414,Player 2019 414,71,76,28,GK,73,71,33
Player_2019_415,Player 2019 415,58,63,34,LW,57,85,72
Player_2019_416,Player 2019 416,66,73,31,RW,41,61,40
Player_2019_417,Player 2019 417,80,89,25,GK,54,49,30
Player_2019_418,Player 2019 418,68,74,28,CB,49,59,53
Player_2019_419,Player 2019 419,70,75,29,RW,75,75,64
Player_2019_420,Player 2019 420,66,68,32,GK,54,65,32
Player_2019_421,Player 2019 421,74,74,20,LW,77,78,39
Player_2019_422,Player 2019 422,46,54,25,LW,78,57,79
Player_2019_423,Player 2019 423,67,74,26,RW,89,48,45
Player_2019_424,Player 2019 424,73,82,27,CM,74,79,50
Player_2019_425,Player 2019 425,78,78,33,LW,67,81,82
Player_2019_426,Player 2019 426,82,84,25,ST,48,74,74
Player_2019_427,Player 2019 427,45,45,31,ST,80,74,77
