short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2018_27,Player 2018 27,47,53,26,ST,71,66,47
Player_2018_28,Player 2018 28,68,76,22,CB,83,42,49
Player_2018_29,Player 2018 29,64,69,31,GK,46,59,53
Player_2018_30,Player 2018 30,50,51,18,CM,86,56,44
Player_2018_31,Player 2018 31,79,83,23,CM,59,85,50
Player_2018_32,Player 2018 32,84,91,33,RW,68,74,44
Player_2018_33,Player 2018 33,47,50,26,ST,64,57,72
Player_2018_34,Player 2018 34,45,45,23,CB,76,45,39
Player_2018_35,Player 2018 35,45,49,28,CB,84,75,43
Player_2018_36,Player 2018 36,80,83,24,LW,64,81,42
Player_2018_37,Player 2018 37,45,49,33,CB,50,67,69
Player_2018_38,Player 2018 38,78,81,28,RW,55,66,35
Player_2018_39,Player 2018 39,76,83,34,GK,53,43,48
Player_2018_40,Player 2018 40,54,57,19,ST,88,52,64
Player_2018_41,Player 2018 41,48,50,24,LW,63,51,40
Player_2018_42,Player 2018 42,65,72,26,CB,66,60,77
Player_2018_43,Player 2018 43,56,65,24,ST,64,45,75
Player_2018_44,Player 2018 44,81,86,18,GK,54,49,47
Player_2018_45,Player 2018 45,62,66,22,CB,54,84,41
Player_2018_46,Player 2018 46,53,53,18,CB,41,74,65
Player_2018_47,Player 2018 47,52,57,33,ST,69,75,52
Player_2018_48,Player 2018 48,64,69,27,RW,53,49,49
Player_2018_49,Player 2018 49,64,66,21,GK,61,77,72
Player_2018_50,Player 2018 50,78,87,33,GK,51,67,75
Player_2018_51,Player 2018 51,80,82,23,CB,78,76,84
Player_2018_52,Player 2018 52,65,73,22,GK,77,62,76
Player_2018_53,Player 2018 53,74,76,32,GK,65,62,72
Player_2018_54,Player 2018 54,78,86,19,GK,62,46,48
Player_2018_55,Player 2018 55,53,54,25,LW,79,43,42
Player_2018_56,Player 2018 56,83,88,18,ST,74,58,71
Player_2018_57,Player 2018 57,54,62,21,RW,46,57,30
Player_2018_58,Player 2018 58,60,69,33,LW,61,40,43
Player_2018_59,Player 2018 59,50,58,23,GK,69,49,51
Player_2018_60,Player 2018 60,63,64,20,CB,59,79,74
Player_2018_61,Player 2018 61,71,77,28,CB,60,52,58
Player_2018_62,Player 2018 62,72,81,32,ST,44,62,56
Player_2018_63,Player 2018 63,83,91,31,RW,73,64,39
Player_2018_64,Player 2018 64,47,52,25,RW,84,42,39
Player_2018_65,Player 2018 65,49,54,21,ST,41,56,32
Player_2018_66,Player 2018 66,66,71,20,GK,80,61,81
Player_2018_67,Player 2018 67,83,83,22,GK,49,51,73
Player_2018_68,Player 2018 68,47,47,19,RW,73,70,34
Player_2018_69,Player 2018 69,65,74,19,CM,42,70,52
Player_2018_70,Player 2018 70,58,65,31,CB,53,48,32
Player_2018_71,Player 2018 71,82,82,33,LW,77,54,50
Player_2018_72,Player 2018 72,81,83,30,GK,44,47,44
Player_2018_73,Player 2018 73,64,65,29,RW,86,67,38
Player_2018_74,Player 2018 74,45,47,34,CM,41,89,32
Player_2018_75,Player 2018 75,65,74,33,ST,70,85,74
Player_2018_76,Player 2018 76,69,72,27,RW,50,50,58
Player_2018_77,Player 2018 77,71,75,21,CB,82,81,75
Player_2018_78,Player 2018 78,46,49,20,LW,44,54,37
Player_2018_79,Player 2018 79,69,71,31,RW,40,81,42
Player_2018_80,Player 2018 80,46,48,30,RW,66,61,43
Player_2018_81,Player 2018 81,53,62,22,ST,83,41,82
Player_2018_82,Player 2018 82,69,74,23,CM,80,58,55
Player_2018_83,Player 2018 83,67,73,22,CM,68,79,56
Player_2018_84,Player 2018 84,74,83,22,GK,52,58,38
Player_2018_85,Player 2018 85,59,62,23,LW,47,73,57
Player_2018_86,Player 2018 86,76,79,21,LW,66,63,66
Player_2018_87,Player 2018 87,58,62,32,CB,52,58,44
Player_2018_88,Player 2018 88,84,90,27,GK,60,58,30
Player_2018_89,Player 2018 89,72,74,24,RW,75,40,33
Player_2018_90,Player 2018 90,80,80,26,LW,88,65,76
Player_2018_91,Player 2018 91,76,82,24,CB,65,51,43
Player_2018_92,Player 2018 92,46,52,24,GK,68,71,68
Player_2018_93,Player 2018 93,55,60,28,ST,46,80,66
Player_2018_94,Player 2018 94,59,64,28,GK,42,73,56
Player_2018_95,Player 2018 95,66,67,18,ST,67,83,39
Player_2018_96,Player 2018 96,83,85,34,CM,54,81,49
Player_2018_97,Player 2018 97,67,68,25,ST,40,70,41
Player_2018_98,Player 2018 98,71,71,25,LW,42,59,63
Player_2018_99,Player 2018 99,51,54,20,CB,48,47,68
Player_2018_100,Player 2018 100,52,55,24,CM,81,46,59
Player_2018_101,Player 2018 101,75,75,31,CB,51,45,38
Player_2018_102,Player 2018 102,70,79,31,ST,69,44,45
Player_2018_103,Player 2018 103,48,53,23,CB,72,60,41
Player_2018_104,Player 2018 104,73,78,20,CM,50,52,72
Player_2018_105,Player 2018 105,77,84,30,LW,53,55,76
Player_2018_106,Player 2018 106,62,68,27,LW,79,51,76
Player_2018_107,Player 2018 107,72,78,30,RW,84,58,66
Player_2018_108,Player 2018 108,54,62,20,ST,79,52,42
Player_2018_109,Player 2018 109,64,67,24,GK,41,84,40
Player_2018_110,Player 2018 110,52,53,28,LW,43,70,58
Player_2018_111,Player 2018 111,65,69,32,CM,84,52,69
Player_2018_112,Player 2018 112,66,66,32,GK,77,58,78
Player_2018_113,Player 2018 113,56,59,26,RW,63,82,43
Player_2018_114,Player 2018 114,52,60,19,RW,84,48,30
Player_2018_115,Player 2018 115,64,67,21,CM,69,76,74
Player_2018_116,Player 2018 116,76,78,24,GK,61,65,42
Player_2018_117,Player 2018 117,58,63,32,CM,68,78,81
Player_2018_118,Player 2018 118,47,55,18,RW,55,43,75
Player_2018_119,Player 2018 119,84,85,22,LW,79,57,83
Player_2018_120,Player 2018 120,81,86,27,CM,77,59,56
Player_2018_121,Player 2018 121,63,67,31,LW,55,75,79
Player_2018_122,Player 2018 122,59,66,31,GK,65,83,63
Player_2018_123,Player 2018 123,60,69,27,RW,47,86,79
Player_2018_124,Player 2018 124,49,52,31,CM,82,74,48
Player_2018_125,Player 2018 125,48,50,20,CM,52,77,70
Player_2018_126,Player 2018 126,53,57,29,CB,72,87,62
Player_2018_127,Player 2018 127,54,56,31,GK,47,50,58
Player_2018_128,Player 2018 128,46,50,21,ST,64,70,55
Player_2018_129,Player 2018 129,72,80,26,ST,53,43,41
Player_2018_130,Player 2018 130,49,49,22,CM,44,65,75
Player_2018_131,Player 2018 131,73,74,28,LW,59,60,39
Player_2018_132,Player 2018 132,70,70,34,LW,60,61,54
Player_2018_133,Player 2018 133,78,79,30,ST,83,46,53
Player_2018_134,Player 2018 134,60,62,24,RW,75,77,72
Player_2018_135,Player 2018 135,76,83,34,LW,78,71,83
Player_2018_136,Player 2018 136,66,69,33,GK,70,46,71
Player_2018_137,Player 2018 137,51,52,28,ST,61,79,71
Player_2018_138,Player 2018 138,45,50,19,LW,55,78,41
Player_2018_139,Player 2018 139,78,85,33,CB,86,40,52
Player_2018_140,Player 2018 140,72,77,25,GK,88,45,83
Player_2018_141,Player 2018 141,72,72,32,CB,63,51,63
Player_2018_142,Player 2018 142,61,65,31,CB,46,69,32
Player_2018_143,Player 2018 143,59,60,27,GK,64,47,44
Player_2018_144,Player 2018 144,81,86,28,GK,43,52,39
Player_2018_145,Player 2018 145,80,88,32,LW,63,81,76
Player_2018_146,Player 2018 146,63,70,29,GK,78,55,66
Player_2018_147,Player 2018 147,68,72,21,CB,85,79,56
Player_2018_148,Player 2018 148,73,77,28,LW,69,71,41
Player_2018_149,Player 2018 149,82,89,23,GK,80,54,60
Player_2018_150,Player 2018 150,58,65,25,ST,73,62,83
Player_2018_151,Player 2018 151,84,91,26,LW,72,84,50
Player_2018_152,Player 2018 152,45,45,32,ST,65,41,51
Player_2018_153,Player 2018 153,62,70,21,GK,43,66,67
Player_2018_154,Player 2018 154,63,72,30,RW,87,48,47
Player_2018_155,Player 2018 155,79,86,20,CM,69,45,57
Player_2018_156,Player 2018 156,68,72,27,LW,51,40,35
Player_2018_157,Player 2018 157,64,72,24,CM,71,63,41
Player_2018_158,Player 2018 158,56,64,20,GK,73,71,81
Player_2018_159,Player 2018 159,49,57,30,CB,79,43,40
Player_2018_160,Player 2018 160,60,63,27,LW,85,65,66
Player_2018_161,Player 2018 161,82,83,31,ST,77,84,59
Player_2018_162,Player 2018 162,74,80,29,CB,52,78,80
Player_2018_163,Player 2018 163,64,73,26,ST,69,66,43
Player_2018_164,Player 2018 164,52,59,29,ST,85,84,78
Player_2018_165,Player 2018 165,76,83,28,CM,57,85,67
Player_2018_166,Player 2018 166,62,68,23,CM,43,60,54
Player_2018_167,Player 2018 167,62,62,23,ST,68,40,64
Player_2018_168,Player 2018 168,74,76,21,CB,86,80,38
Player_2018_169,Player 2018 169,66,67,28,CB,65,76,78
Player_2018_170,Player 2018 170,83,91,28,CB,71,60,63
Player_2018_171,Player 2018 171,56,60,21,GK,81,60,80
Player_2018_172,Player 2018 172,68,77,28,CM,74,80,51
Player_2018_173,Player 2018 173,70,74,22,ST,84,62,77
Player_2018_174,Player 2018 174,65,73,26,ST,64,54,50
Player_2018_175,Player 2018 175,51,52,31,LW,77,47,66
Player_2018_176,Player 2018 176,67,76,31,LW,40,50,35
Player_2018_177,Player 2018 177,64,64,24,GK,63,56,73
Player_2018_178,Player 2018 178,60,65,26,GK,86,55,59
Player_2018_179,Player 2018 179,56,61,33,ST,83,76,49
Player_2018_180,Player 2018 180,64,64,34,GK,81,87,65
Player_2018_181,Player 2018 181,80,80,26,RW,55,44,66
Player_2018_182,Player 2018 182,68,74,31,ST,76,85,64
Player_2018_183,Player 2018 183,63,66,26,LW,82,59,66
Player_2018_184,Player 2018 184,66,72,28,CM,41,78,65
Player_2018_185,Player 2018 185,55,64,34,LW,77,71,50
Player_2018_186,Player 2018 186,70,78,31,RW,56,59,78
Player_2018_187,Player 2018 187,57,65,28,CB,55,60,75
Player_2018_188,Player 2018 188,45,50,33,RW,46,89,35
Player_2018_189,Player 2018 189,58,65,21,ST,54,42,53
Player_2018_190,Player 2018 190,52,59,27,RW,71,57,44
Player_2018_191,Player 2018 191,64,72,18,GK,52,55,62
Player_2018_192,Player 2018 192,46,50,34,CM,75,68,34
Player_2018_193,Player 2018 193,72,75,22,CM,61,89,77
Player_2018_194,Player 2018 194,68,70,21,LW,87,76,80
Player_2018_195,Player 2018 195,54,63,22,CB,53,51,54
Player_2018_196,Player 2018 196,55,59,34,GK,77,83,49
Player_2018_197,Player 2018 197,69,70,23,CB,54,45,62
Player_2018_198,Player 2018 198,68,70,33,CB,44,82,67
Player_2018_199,Player 2018 199,73,76,19,GK,72,40,31
Player_2018_200,Player 2018 200,52,55,28,RW,40,73,78
Player_2018_201,Player 2018 201,83,92,31,RW,51,52,81
Player_2018_202,Player 2018 202,60,69,34,LW,46,49,41
Player_2018_203,Player 2018 203,63,63,21,CB,57,44,36
Player_2018_204,Player 2018 204,83,89,31,CB,78,40,35
Player_2018_205,Player 2018 205,82,85,31,RW,86,59,72
Player_2018_206,Player 2018 206,62,64,22,GK,62,64,63
Player_2018_207,Player 2018 207,62,65,22,GK,43,50,30
Player_2018_208,Player 2018 208,60,66,32,LW,49,66,79
Player_2018_209,Player 2018 209,55,64,19,RW,70,42,45
Player_2018_210,Player 2018 210,57,63,31,GK,68,69,80
Player_2018_211,Player 2018 211,74,78,27,CB,71,82,35
Player_2018_212,Player 2018 212,63,69,21,CB,64,43,60
Player_2018_213,Player 2018 213,78,87,25,CB,64,55,65
Player_2018_214,Player 2018 214,70,76,34,CB,84,75,70
Player_2018_215,Player 2018 215,51,60,19,ST,84,68,44
Player_2018_216,Player 2018 216,56,63,33,CB,80,81,50
Player_2018_217,Player 2018 217,82,85,21,CB,41,54,77
Player_2018_218,Player 2018 218,58,64,29,CB,66,82,61
Player_2018_219,Player 2018 219,73,80,23,RW,86,42,44
Player_2018_220,Player 2018 220,51,59,30,CM,73,74,30
Player_2018_221,Player 2018 221,55,57,21,CB,65,86,59
Player_2018_222,Player 2018 222,64,65,24,RW,46,70,61
Player_2018_223,Player 2018 223,58,65,33,ST,44,75,55
Player_2018_224,Player 2018 224,60,63,19,GK,63,45,38
Player_2018_225,Player 2018 225,72,72,32,GK,77,75,44
Player_2018_226,Player 2018 226,72,78,25,ST,72,73,39
Player_2018_227,Player 2018 227,49,56,30,ST,50,62,44
Player_2018_228,Player 2018 228,68,73,32,GK,46,62,35
Player_2018_229,Player 2018 229,53,60,31,LW,59,88,48
Player_2018_230,Player 2018 230,65,74,27,CM,40,48,47
Player_2018_231,Player 2018 231,77,80,27,RW,40,49,53
Player_2018_232,Player 2018 232,79,81,30,LW,51,70,64
Player_2018_233,Player 2018 233,74,83,31,GK,83,51,75
Player_2018_234,Player 2018 234,47,53,20,CM,60,75,61
Player_2018_235,Player 2018 235,48,49,18,LW,77,81,45
Player_2018_236,Player 2018 236,64,71,32,ST,60,78,83
Player_2018_237,Player 2018 237,66,67,21,CM,42,42,48
Player_2018_238,Player 2018 238,75,81,28,CM,77,74,46
Player_2018_239,Player 2018 239,64,72,27,CB,65,73,83
Player_2018_240,Player 2018 240,64,72,20,RW,79,77,48
Player_2018_241,Player 2018 241,74,78,30,RW,64,53,36
Player_2018_242,Player 2018 242,56,63,20,ST,40,69,54
Player_2018_243,Player 2018 243,51,60,19,RW,67,83,79
Player_2018_244,Player 2018 244,67,73,28,LW,66,73,76
Player_2018_245,Player 2018 245,53,61,20,ST,41,44,37
Player_2018_246,Player 2018 246,73,81,34,RW,89,56,61
Player_2018_247,Player 2018 247,71,80,24,RW,59,59,55
Player_2018_248,Player 2018 248,56,62,27,CM,87,63,30
Player_2018_249,Player 2018 249,70,79,19,CM,88,83,47
Player_2018_250,Player 2018 250,78,83,25,CM,52,66,77
Player_2018_251,Player 2018 251,50,51,33,GK,69,87,59
Player_2018_252,Player 2018 252,59,67,26,CM,74,55,36
Player_2018_253,Player 2018 253,73,82,23,RW,82,40,34
Player_2018_254,Player 2018 254,57,63,32,LW,71,40,48
Player_2018_255,Player 2018 255,79,87,31,CM,49,74,34
Player_2018_256,Player 2018 256,81,88,30,ST,55,68,84
Player_2018_257,Player 2018 257,68,76,32,CB,83,57,61
Player_2018_258,Player 2018 258,74,81,33,LW,47,51,36
Player_2018_259,Player 2018 259,60,61,32,CM,55,61,66
Player_2018_260,Player 2018 260,70,75,25,CB,86,85,53
Player_2018_261,Player 2018 261,82,86,30,RW,80,58,83
Player_2018_262,Player 2018 262,77,82,22,GK,41,47,39
Player_2018_263,Player 2018 263,82,88,30,RW,68,54,77
Player_2018_264,Player 2018 264,48,51,22,CB,82,67,34
Player_2018_265,Player 2018 265,79,85,18,CM,48,53,72
Player_2018_266,Player 2018 266,79,81,22,LW,89,81,37
Player_2018_267,Player 2018 267,78,80,26,CM,46,82,79
Player_2018_268,Player 2018 268,61,70,19,CB,72,82,35
Player_2018_269,Player 2018 269,55,63,33,CB,65,84,47
Player_2018_270,Player 2018 270,47,56,26,RW,65,63,64
Player_2018_271,Player 2018 271,83,89,28,ST,44,67,61
Player_2018_272,Player 2018 272,59,65,25,LW,61,65,70
Player_2018_273,Player 2018 273,45,49,33,LW,76,45,60
Player_2018_274,Player 2018 274,46,50,29,RW,63,70,36
Player_2018_275,Player 2018 275,70,78,22,LW,46,89,32
Player_2018_276,Player 2018 276,54,61,29,ST,71,77,76
Player_2018_277,Player 2018 277,78,80,27,LW,84,42,63
Player_2018_278,Player 2018 278,75,84,27,RW,81,74,55
Player_2018_279,Player 2018 279,46,55,28,LW,43,81,49
Player_2018_280,Player 2018 280,70,71,28,LW,41,55,30
Player_2018_281,Player 2018 281,59,65,32,LW,66,64,63
Player_2018_282,Player 2018 282,49,52,27,CB,48,43,32
Player_2018_283,Player 2018 283,69,76,33,LW,56,56,49
Player_2018_284,Player 2018 284,66,70,32,LW,49,55,81
Player_2018_285,Player 2018 285,52,59,23,CB,76,68,32
Player_2018_286,Player 2018 286,64,65,26,CM,71,68,80
Player_2018_287,Player 2018 287,65,70,28,LW,86,57,68
Player_2018_288,Player 2018 288,50,57,32,CB,84,59,55
Player_2018_289,Player 2018 289,73,82,28,CM,40,84,46
Player_2018_290,Player 2018 290,60,62,21,CB,81,86,65
Player_2018_291,Player 2018 291,75,82,33,CB,86,41,32
Player_2018_292,Player 2018 292,55,62,25,CM,57,50,83
Player_2018_293,Player 2018 293,71,71,25,LW,74,56,77
Player_2018_294,Player 2018 294,81,82,31,CM,65,82,63
Player_2018_295,Player 2018 295,50,53,20,CM,79,82,48
Player_2018_296,Player 2018 296,63,69,18,LW,42,84,68
Player_2018_297,Player 2018 297,58,59,24,LW,52,60,60
Player_2018_298,Player 2018 298,69,77,26,GK,58,74,65
Player_2018_299,Player 2018 299,76,77,28,CM,77,59,32
Player_2018_300,Player 2018 300,49,58,26,ST,78,66,75
Player_2018_301,Player 2018 301,47,53,22,RW,51,60,52
Player_2018_302,Player 2018 302,56,58,30,CB,47,87,80
Player_2018_303,Player 2018 303,53,59,26,ST,72,61,47
Player_2018_304,Player 2018 304,60,67,28,GK,45,70,31
Player_2018_305,Player 2018 305,56,56,26,CB,60,63,56
Player_2018_306,Player 2018 306,65,73,24,GK,87,69,53
Player_2018_307,Player 2018 307,76,85,21,CB,89,44,30
Player_2018_308,Player 2018 308,72,79,27,CB,62,61,57
Player_2018_309,Player 2018 309,69,72,27,CB,52,44,74
Player_2018_310,Player 2018 310,84,92,24,RW,43,57,53
Player_2018_311,Player 2018 311,68,73,25,ST,69,48,37
Player_2018_312,Player 2018 312,59,62,29,GK,77,70,69
Player_2018_313,Player 2018 313,68,75,27,CM,87,85,48
Player_2018_314,Player 2018 314,83,88,29,RW,77,89,61
Player_2018_315,Player 2018 315,47,56,22,RW,48,81,69
Player_2018_316,Player 2018 316,47,47,26,RW,88,63,54
Player_2018_317,Player 2018 317,60,60,18,CM,58,54,84
Player_2018_318,Player 2018 318,78,83,18,CM,47,70,64
Player_2018_319,Player 2018 319,76,81,33,CB,46,66,44
Player_2018_320,Player 2018 320,63,65,27,CM,85,51,38
Player_2018_321,Player 2018 321,48,56,28,GK,56,75,57
Player_2018_322,Player 2018 322,71,73,32,CB,55,54,54
Player_2018_323,Player 2018 323,52,53,25,GK,61,70,44
Player_2018_324,Player 2018 324,48,57,23,GK,82,71,48
Player_2018_325,Player 2018 325,82,88,27,CB,48,66,45
Player_2018_326,Player 2018 326,61,65,26,LW,42,64,57
Player_2018_327,Player 2018 327,55,60,26,CM,47,44,73
Player_2018_328,Player 2018 328,78,79,22,CM,56,41,38
Player_2018_329,Player 2018 329,53,61,29,ST,72,57,31
Player_2018_330,Player 2018 330,45,49,33,LW,56,80,30
Player_2018_331,Player 2018 331,84,90,26,CB,78,68,49
Player_2018_332,Player 2018 332,50,58,29,CM,50,68,73
Player_2018_333,Player 2018 333,62,67,30,ST,50,88,45
Player_2018_334,Player 2018 334,52,59,21,CM,87,69,62
Player_2018_335,Player 2018 335,78,80,26,LW,83,76,47
Player_2018_336,Player 2018 336,64,68,34,RW,59,82,72
Player_2018_337,Player 2018 337,46,50,31,CM,64,44,37
Player_2018_338,Player 2018 338,56,64,21,RW,64,67,38
Player_2018_339,Player 2018 339,54,55,22,ST,41,49,40
Player_2018_340,Player 2018 340,74,83,24,RW,60,80,39
Player_2018_341,Player 2018 341,71,72,27,GK,69,60,32
Player_2018_342,Player 2018 342,63,70,28,CM,88,69,81
Player_2018_343,Player 2018 343,83,89,20,GK,75,59,34
Player_2018_344,Player 2018 344,58,58,30,LW,82,43,79
Player_2018_345,Player 2018 345,58,60,29,ST,68,89,67
Player_2018_346,Player 2018 346,77,83,32,GK,73,60,82
Player_2018_347,Player 2018 347,59,66,22,CM,83,63,34
Player_2018_348,Player 2018 348,70,73,19,GK,67,52,48
Player_2018_349,Player 2018 349,81,90,21,GK,64,47,80
Player_2018_350,Player 2018 350,63,72,30,GK,81,76,35
Player_2018_351,Player 2018 351,65,72,19,ST,79,65,66
Player_2018_352,Player 2018 352,61,62,24,CM,56,47,45
Player_2018_353,Player 2018 353,63,64,27,GK,51,46,43
Player_2018_354,Player 2018 354,64,71,32,CB,56,51,49
Player_2018_355,Player 2018 355,59,61,34,RW,50,49,65
Player_2018_356,Player 2018 356,50,52,19,GK,84,67,33
Player_2018_357,Player 2018 357,60,62,25,CB,75,68,71
Player_2018_358,Player 2018 358,71,78,34,RW,62,77,54
Player_2018_359,Player 2018 359,66,66,18,GK,48,67,62
Player_2018_360,Player 2018 360,49,57,21,GK,52,60,59
Player_2018_361,Player 2018 361,72,81,31,GK,83,44,51
Player_2018_362,Player 2018 362,73,73,22,RW,85,50,69
Player_2018_363,Player 2018 363,60,61,21,CB,76,43,84
Player_2018_364,Player 2018 364,61,64,31,LW,62,89,55
Player_2018_365,Player 2018 365,56,56,30,RW,79,74,50
Player_2018_366,Player 2018 366,68,73,23,CM,42,63,57
Player_2018_367,Player 2018 367,46,51,26,RW,53,46,65
Player_2018_368,Player 2018 368,63,63,24,ST,64,54,44
Player_2018_369,Player 2018 369,77,78,26,CM,87,78,40
Player_2018_370,Player 2018 370,80,86,18,GK,88,86,42
Player_2018_371,Player 2018 371,48,53,25,CM,83,64,54
Player_2018_372,Player 2018 372,83,91,25,LW,69,72,54
Player_2018_373,Player 2018 373,66,67,18,CM,81,84,31
Player_2018_374,Player 2018 374,71,71,29,RW,50,52,41
Player_2018_375,Player 2018 375,45,53,26,LW,59,58,45
Player_2018_376,Player 2018 376,47,49,18,CB,40,77,64
Player_2018_377,Player 2018 377,45,48,27,LW,80,80,42
Player_2018_378,Player 2018 378,76,81,32,CM,80,43,42
Player_2018_379,Player 2018 379,79,79,18,LW,67,49,56
Player_2018_380,Player 2018 380,52,60,31,LW,86,56,77
Player_2018_381,Player 2018 381,48,48,28,RW,49,70,80
Player_2018_382,Player 2018 382,50,55,33,GK,42,67,39
Player_2018_383,Player 2018 383,48,53,31,ST,82,55,42
Player_2018_384,Player 2018 384,69,70,19,RW,48,47,72
Player_2018_385,Player 2018 385,81,83,23,ST,79,69,64
Player_2018_386,Player 2018 386,84,90,30,LW,88,62,40
Player_2018_387,Player 2018 387,71,80,30,CM,58,89,51
Player_2018_388,Player 2018 388,52,61,20,ST,73,70,63
Player_2018_389,Player 2018 389,82,89,22,CB,51,56,57
Player_2018_390,Player 2018 390,59,67,33,ST,73,46,32
Player_2018_391,Player 2018 391,67,73,25,GK,62,64,44
Player_2018_392,Player 2018 392,75,81,29,CM,44,55,51
Player_2018_393,Player 2018 393,67,75,30,GK,53,75,77
Player_2018_394,Player 2018 394,48,53,29,LW,80,59,67
Player_2018_395,Player 2018 395,48,48,20,GK,61,65,59
Player_2018_396,Player 2018 396,69,71,29,GK,80,44,77
Player_2018_397,Player 2018 397,77,82,31,CB,71,83,56
Player_2018_398,Player 2018 398,49,53,30,LW,88,52,61
Player_2018_399,Player 2018 399,84,87,27,CB,80,60,32
Player_2018_400,Player 2018 400,58,58,25,RW,66,80,44
Player_2018_401,Player 2018 401,61,68,26,LW,87,76,63
Player_2018_402,Player 2018 402,67,68,21,ST,76,54,38
Player_2018_403,Player 2018 403,56,62,27,LW,72,66,35
Player_2018_404,Player 2018 404,51,55,27,CM,77,50,75
Player_2018_405,Player 2018 405,65,68,22,CM,58,43,74
Player_2018_406,Player 2018 406,57,66,26,CM,41,56,64
Player_2018_407,Player 2018 407,71,78,23,CB,86,62,80
Player_2018_408,Player 2018 408,66,74,32,ST,50,74,48
Player_2018_409,Player 2018 409,54,62,29,CB,87,53,35
Player_2018_410,Player 2018 410,81,89,22,LW,78,67,43
Player_2018_411,Player 2018 411,82,89,20,CB,66,43,56
Player_2018_412,Player 2018 412,67,73,24,LW,85,67,60
Player_2018_413,Player 2018 413,66,70,24,CB,80,84,30
Player_2018_414,Player 2018 414,52,57,24,CB,64,77,81
Player_2018_415,Player 2018 415,45,52,30,RW,79,77,41
Player_2018_416,Player 2018 416,68,70,27,GK,72,86,74
Player_2018_417,Player 2018 417,68,73,18,LW,79,89,63
Player_2018_418,Player 2018 418,53,57,26,GK,88,42,52
Player_2018_419,Player 2018 419,79,86,26,LW,47,61,57
Player_2018_420,Player 2018 420,82,91,31,GK,78,63,62
Player_2018_421,Player 2018 421,48,55,30,GK,53,48,78
Player_2018_422,Player 2018 422,50,56,22,ST,63,75,31
Player_2018_423,Player 2018 423,52,59,21,CB,87,43,72
Player_2018_424,Player 2018 424,80,85,34,CB,59,79,79
Player_2018_425,Player 2018 425,73,81,30,LW,62,66,71
Player_2018_426,Player 2018 426,75,77,26,CB,61,41,76
Player_2018_427,Player 2018 427,84,92,32,GK,54,44,77
