short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2021_98,Player 2021 98,60,69,29,CM,56,48,83
Player_2021_99,Player 2021 99,82,84,21,LW,46,85,42
Player_2021_100,Player 2021 100,76,84,20,ST,46,44,79
Player_2021_101,Player 2021 101,46,54,19,CB,87,68,66
Player_2021_102,Player 2021 102,60,69,32,CB,61,57,32
Player_2021_103,Player 2021 103,72,76,27,ST,72,66,59
Player_2021_104,Player 2021 104,70,77,22,CM,86,85,38
Player_2021_105,Player 2021 105,58,66,33,RW,80,87,50
Player_2021_106,Player 2021 106,84,88,21,CM,75,41,58
Player_2021_107,Player 2021 107,66,68,21,ST,64,68,31
Player_2021_108,Player 2021 108,78,78,24,LW,47,80,49
Player_2021_109,Player 2021 109,50,54,27,CM,41,58,48
Player_2021_110,Player 2021 110,50,59,33,CB,74,47,63
Player_2021_111,Player 2021 111,84,89,27,ST,86,64,39
Player_2021_112,Player 2021 112,56,63,18,RW,55,41,50
Player_2021_113,Player 2021 113,62,67,25,CB,75,44,63
Player_2021_114,Player 2021 114,60,68,32,RW,79,83,44
Player_2021_115,Player 2021 115,49,49,25,CM,41,66,68
Player_2021_116,Player 2021 116,49,52,19,CB,45,48,46
Player_2021_117,Player 2021 117,45,51,23,LW,72,66,82
Player_2021_118,Player 2021 118,56,59,26,RW,50,44,82
Player_2021_119,Player 2021 119,45,51,22,GK,40,58,46
Player_2021_120,Player 2021 120,82,86,22,RW,74,42,72
Player_2021_121,Player 2021 121,45,45,29,CB,86,60,32
Player_2021_122,Player 2021 122,51,54,32,LW,43,67,48
Player_2021_123,Player 2021 123,64,69,21,LW,74,76,45
Player_2021_124,Player 2021 124,71,73,22,GK,84,88,62
Player_2021_125,Player 2021 125,83,85,34,ST,48,73,33
Player_2021_126,Player 2021 126,71,78,28,CM,52,75,44
Player_2021_127,Player 2021 127,46,55,29,LW,83,76,48
Player_2021_128,Player 2021 128,74,75,22,GK,70,63,53
Player_2021_129,Player 2021 129,84,93,20,CB,60,80,61
Player_2021_130,Player 2021 130,80,84,29,CB,46,57,82
Player_2021_131,Player 2021 131,55,64,30,CM,52,40,32
Player_2021_132,Player 2021 132,57,60,25,CB,57,64,69
Player_2021_133,Player 2021 133,50,57,34,RW,59,45,56
Player_2021_134,Player 2021 134,79,85,25,ST,63,46,59
Player_2021_135,Player 2021 135,47,48,22,GK,86,49,55
Player_2021_136,Player 2021 136,74,74,26,GK,84,64,35
Player_2021_137,Player 2021 137,74,77,33,LW,59,51,81
Player_2021_138,Player 2021 138,51,57,30,RW,54,56,36
Player_2021_139,Player 2021 139,54,63,22,CB,57,49,76
Player_2021_140,Player 2021 140,75,83,27,CB,61,81,81
Player_2021_141,Player 2021 141,51,54,23,LW,86,52,38
Player_2021_142,Player 2021 142,78,81,18,LW,73,67,43
Player_2021_143,Player 2021 143,70,75,23,CB,55,43,83
Player_2021_144,Player 2021 144,75,76,24,GK,71,62,70
Player_2021_145,Player 2021 145,78,80,25,GK,46,88,75
Player_2021_146,Player 2021 146,53,56,34,CB,45,51,72
Player_2021_147,Player 2021 147,56,64,29,ST,70,64,77
Player_2021_148,Player 2021 148,75,76,31,RW,58,78,60
Player_2021_149,Player 2021 149,53,59,23,GK,62,52,66
Player_2021_150,Player 2021 150,61,65,33,CM,54,51,67
Player_2021_151,Player 2021 151,58,59,30,ST,55,52,70
Player_2021_152,Player 2021 152,75,81,19,GK,57,86,65
Player_2021_153,Player 2021 153,63,69,18,ST,51,85,81
Player_2021_154,Player 2021 154,70,72,22,GK,44,78,33
Player_2021_155,Player 2021 155,84,85,22,RW,81,86,65
Player_2021_156,Player 2021 156,50,51,34,CM,54,56,53
Player_2021_157,Player 2021 157,74,78,34,CM,70,74,67
Player_2021_158,Player 2021 158,83,86,20,LW,61,70,47
Player_2021_159,Player 2021 159,67,72,23,RW,85,75,79
Player_2021_160,Player 2021 160,74,83,29,RW,48,65,77
Player_2021_161,Player 2021 161,61,66,30,GK,47,40,83
Player_2021_162,Player 2021 162,64,65,32,CB,83,63,80
Player_2021_163,Player 2021 163,56,62,20,CB,58,85,44
Player_2021_164,Player 2021 164,69,75,32,ST,79,73,64
Player_2021_165,Player 2021 165,71,79,27,LW,62,84,72
Player_2021_166,Player 2021 166,82,91,27,RW,79,72,40
Player_2021_167,Player 2021 167,79,88,33,RW,44,63,56
Player_2021_168,Player 2021 168,61,68,34,RW,53,86,73
Player_2021_169,Player 2021 169,48,49,33,RW,44,65,55
Player_2021_170,Player 2021 170,45,45,19,CB,47,86,56
Player_2021_171,Player 2021 171,67,74,34,ST,68,79,44
Player_2021_172,Player 2021 172,58,67,34,CM,71,83,42
Player_2021_173,Player 2021 173,49,56,29,ST,85,67,72
Player_2021_174,Player 2021 174,48,53,28,CB,65,64,34
Player_2021_175,Player 2021 175,65,67,18,ST,58,59,58
Player_2021_176,Player 2021 176,73,79,23,ST,70,51,49
Player_2021_177,Player 2021 177,61,68,34,LW,53,89,62
Player_2021_178,Player 2021 178,80,81,22,CB,89,62,62
Player_2021_179,Player 2021 179,79,81,23,CB,50,54,43
Player_2021_180,Player 2021 180,63,67,30,RW,66,76,51
Player_2021_181,Player 2021 181,81,89,22,RW,52,51,43
Player_2021_182,Player 2021 182,72,80,25,CB,62,69,59
Player_2021_183,Player 2021 183,48,53,22,RW,41,41,76
Player_2021_184,Player 2021 184,64,70,28,CB,85,78,78
Player_2021_185,Player 2021 185,73,82,24,CM,51,54,78
Player_2021_186,Player 2021 186,75,82,28,LW,44,56,83
Player_2021_187,Player 2021 187,74,78,24,LW,81,65,55
Player_2021_188,Player 2021 188,54,59,23,GK,67,42,73
Player_2021_189,Player 2021 189,78,85,30,GK,49,50,52
Player_2021_190,Player 2021 190,70,74,32,ST,51,70,63
Player_2021_191,Player 2021 191,57,63,24,LW,88,40,52
Player_2021_192,Player 2021 192,64,69,24,CM,46,81,30
Player_2021_193,Player 2021 193,80,85,33,CB,52,58,84
Player_2021_194,Player 2021 194,74,80,18,ST,51,60,31
Player_2021_195,Player 2021 195,68,76,34,GK,70,76,82
Player_2021_196,Player 2021 196,48,52,26,GK,72,42,40
Player_2021_197,Player 2021 197,64,72,23,RW,86,73,84
Player_2021_198,Player 2021 198,63,63,23,CB,75,87,79
Player_2021_199,Player 2021 199,81,84,20,CB,66,66,53
Player_2021_200,Player 2021 200,73,79,28,RW,77,66,61
Player_2021_201,Player 2021 201,64,69,25,LW,62,85,77
Player_2021_202,Player 2021 202,51,52,31,LW,85,73,55
Player_2021_203,Player 2021 203,58,58,18,LW,51,70,37
Player_2021_204,Player 2021 204,77,85,31,RW,46,54,46
Player_2021_205,Player 2021 205,48,53,23,CM,89,70,33
Player_2021_206,Player 2021 206,46,49,33,RW,72,57,59
Player_2021_207,Player 2021 207,71,73,30,GK,87,42,65
Player_2021_208,Player 2021 208,56,57,23,ST,62,76,62
Player_2021_209,Player 2021 209,79,81,25,LW,52,41,38
Player_2021_210,Player 2021 210,53,62,26,ST,50,85,84
Player_2021_211,Player 2021 211,52,57,28,ST,68,42,69
Player_2021_212,Player 2021 212,70,78,31,RW,50,61,60
Player_2021_213,Player 2021 213,63,66,18,ST,61,43,78
Player_2021_214,Player 2021 214,68,70,30,RW,50,73,68
Player_2021_215,Player 2021 215,71,77,22,CM,56,72,78
Player_2021_216,Player 2021 216,69,74,20,LW,54,72,71
Player_2021_217,Player 2021 217,64,73,18,CM,49,75,30
Player_2021_218,Player 2021 218,69,73,22,CM,61,43,39
Player_2021_219,Player 2021 219,55,55,22,GK,63,70,65
Player_2021_220,Player 2021 220,64,72,22,ST,52,57,44
Player_2021_221,Player 2021 221,64,70,34,GK,54,72,68
Player_2021_222,Player 2021 222,65,70,28,ST,43,42,65
Player_2021_223,Player 2021 223,51,56,31,CM,43,87,74
Player_2021_224,Player 2021 224,78,86,20,RW,42,84,75
Player_2021_225,Player 2021 225,50,50,19,CB,49,58,63
Player_2021_226,Player 2021 226,61,66,34,LW,78,62,48
Player_2021_227,Player 2021 227,70,70,20,ST,62,54,77
Player_2021_228,Player 2021 228,59,65,22,LW,60,63,51
Player_2021_229,Player 2021 229,83,86,29,RW,41,68,43
Player_2021_230,Player 2021 230,69,70,25,LW,59,54,69
Player_2021_231,Player 2021 231,54,61,26,ST,44,56,73
Player_2021_232,Player 2021 232,58,59,23,GK,68,80,40
Player_2021_233,Player 2021 233,50,55,30,CM,73,82,79
Player_2021_234,Player 2021 234,48,55,20,ST,63,80,47
Player_2021_235,Player 2021 235,58,62,20,CM,61,53,58
Player_2021_236,Player 2021 236,63,70,27,CB,65,75,64
Player_2021_237,Player 2021 237,70,77,19,RW,81,54,77
Player_2021_238,Player 2021 238,53,58,25,CM,82,76,67
Player_2021_239,Player 2021 239,47,51,22,ST,40,40,58
Player_2021_240,Player 2021 240,64,71,21,CM,83,85,72
Player_2021_241,Player 2021 241,80,80,34,CM,41,74,53
Player_2021_242,Player 2021 242,76,83,28,CM,84,87,81
Player_2021_243,Player 2021 243,83,87,34,RW,74,80,83
Player_2021_244,Player 2021 244,48,57,32,CM,79,81,41
Player_2021_245,Player 2021 245,46,49,33,CB,73,45,49
Player_2021_246,Player 2021 246,79,83,29,GK,80,51,46
Player_2021_247,Player 2021 247,48,52,25,LW,44,73,48
Player_2021_248,Player 2021 248,57,66,30,GK,54,66,44
Player_2021_249,Player 2021 249,70,77,34,CB,40,56,37
Player_2021_250,Player 2021 250,61,62,28,GK,64,74,83
Player_2021_251,Player 2021 251,61,62,21,GK,82,74,64
Player_2021_252,Player 2021 252,70,78,23,GK,54,81,81
Player_2021_253,Player 2021 253,69,77,32,LW,89,58,68
Player_2021_254,Player 2021 254,65,71,21,GK,69,87,57
Player_2021_255,Player 2021 255,55,57,31,RW,66,80,61
Player_2021_256,Player 2021 256,52,59,34,RW,73,48,82
Player_2021_257,Player 2021 257,68,73,31,LW,89,72,32
Player_2021_258,Player 2021 258,61,62,30,ST,87,83,55
Player_2021_259,Player 2021 259,51,58,26,ST,89,40,30
Player_2021_260,Player 2021 260,67,68,25,CB,55,47,54
Player_2021_261,Player 2021 261,48,52,19,LW,59,45,30
Player_2021_262,Player 2021 262,74,77,25,LW,75,40,34
Player_2021_263,Player 2021 263,82,83,23,CM,83,81,48
Player_2021_264,Player 2021 264,48,50,33,RW,80,68,64
Player_2021_265,Player 2021 265,69,70,20,RW,78,81,34
Player_2021_266,Player 2021 266,64,68,20,GK,76,42,70
Player_2021_267,Player 2021 267,70,72,30,CB,66,86,81
Player_2021_268,Player 2021 268,63,64,28,LW,83,62,36
Player_2021_269,Player 2021 269,77,78,33,LW,87,54,64
Player_2021_270,Player 2021 270,84,85,20,CB,66,50,69
Player_2021_271,Player 2021 271,71,76,23,LW,88,74,48
Player_2021_272,Player 2021 272,76,84,26,RW,80,84,76
Player_2021_273,Player 2021 273,79,81,30,CM,81,81,31
Player_2021_274,Player 2021 274,61,66,29,ST,73,81,64
Player_2021_275,Player 2021 275,71,72,29,LW,47,60,40
Player_2021_276,Player 2021 276,68,75,23,ST,42,75,76
Player_2021_277,Player 2021 277,79,79,31,CB,48,48,54
Player_2021_278,Player 2021 278,51,54,21,LW,84,49,64
Player_2021_279,Player 2021 279,53,58,23,RW,53,51,62
Player_2021_280,Player 2021 280,52,55,34,ST,56,86,31
Player_2021_281,Player 2021 281,49,58,31,LW,71,83,81
Player_2021_282,Player 2021 282,56,57,32,CM,49,53,32
Player_2021_283,Player 2021 283,78,80,33,CB,53,50,39
Player_2021_284,Player 2021 284,57,59,34,ST,53,40,77
Player_2021_285,Player 2021 285,72,75,31,RW,61,75,63
Player_2021_286,Player 2021 286,81,90,27,CM,52,82,76
Player_2021_287,Player 2021 287,53,54,22,RW,78,79,72
Player_2021_288,Player 2021 288,84,90,33,CB,46,48,76
Player_2021_289,Player 2021 289,46,53,31,RW,66,61,46
Player_2021_290,Player 2021 290,71,79,34,RW,56,69,71
Player_2021_291,Player 2021 291,77,81,31,CB,53,78,48
Player_2021_292,Player 2021 292,72,73,20,ST,46,78,47
Player_2021_293,Player 2021 293,54,55,24,ST,74,42,64
Player_2021_294,Player 2021 294,66,70,32,CM,46,89,33
Player_2021_295,Player 2021 295,79,87,34,CB,75,48,49
Player_2021_296,Player 2021 296,72,75,20,RW,63,68,68
Player_2021_297,Player 2021 297,77,81,27,CM,56,71,77
Player_2021_298,Player 2021 298,80,80,20,CB,63,72,36
Player_2021_299,Player 2021 299,58,64,25,ST,49,77,72
Player_2021_300,Player 2021 300,65,70,29,LW,72,60,34
Player_2021_301,Player 2021 301,76,83,19,CM,51,62,69
Player_2021_302,Player 2021 302,49,55,23,GK,64,49,64
Player_2021_303,Player 2021 303,50,52,29,RW,77,53,33
Player_2021_304,Player 2021 304,48,55,28,CB,47,70,60
Player_2021_305,Player 2021 305,76,79,19,CB,55,84,81
Player_2021_306,Player 2021 306,58,60,21,CB,58,43,30
Player_2021_307,Player 2021 307,79,84,29,CM,65,75,73
Player_2021_308,Player 2021 308,57,57,33,RW,76,57,76
Player_2021_309,Player 2021 309,49,58,28,CB,42,55,50
Player_2021_310,Player 2021 310,80,87,31,LW,87,48,76
Player_2021_311,Player 2021 311,71,77,32,GK,56,75,74
Player_2021_312,Player 2021 312,74,77,27,LW,57,84,63
Player_2021_313,Player 2021 313,47,48,28,GK,73,62,51
Player_2021_314,Player 2021 314,70,72,30,CM,50,60,57
Player_2021_315,Player 2021 315,48,56,34,LW,64,69,47
Player_2021_316,Player 2021 316,46,49,19,RW,45,51,81
Player_2021_317,Player 2021 317,65,71,22,CB,88,51,53
Player_2021_318,Player 2021 318,81,83,25,LW,52,69,55
Player_2021_319,Player 2021 319,46,47,20,RW,87,71,63
Player_2021_320,Player 2021 320,64,70,33,CM,52,50,35
Player_2021_321,Player 2021 321,62,71,23,GK,43,84,32
Player_2021_322,Player 2021 322,61,67,34,LW,87,74,76
Player_2021_323,Player 2021 323,64,73,27,ST,62,63,53
Player_2021_324,Player 2021 324,66,69,22,ST,80,41,35
Player_2021_325,Player 2021 325,79,88,19,RW,79,80,41
Player_2021_326,Player 2021 326,67,71,28,CB,69,84,82
Player_2021_327,Player 2021 327,72,79,34,CM,55,78,46
Player_2021_328,Player 2021 328,46,47,30,LW,68,77,36
Player_2021_329,Player 2021 329,79,80,24,RW,64,89,59
Player_2021_330,Player 2021 330,81,90,22,ST,56,51,49
Player_2021_331,Player 2021 331,78,83,19,CM,57,58,47
Player_2021_332,Player 2021 332,51,53,29,GK,70,47,83
Player_2021_333,Player 2021 333,45,53,28,CB,49,43,82
Player_2021_334,Player 2021 334,47,47,24,CB,65,52,53
Player_2021_335,Player 2021 335,51,52,24,RW,77,45,69
Player_2021_336,Player 2021 336,60,60,29,CB,85,50,82
Player_2021_337,Player 2021 337,51,55,18,ST,54,57,30
Player_2021_338,Player 2021 338,66,68,25,CM,56,82,56
Player_2021_339,Player 2021 339,66,73,32,ST,52,60,67
Player_2021_340,Player 2021 340,57,63,23,GK,76,43,69
Player_2021_341,Player 2021 341,70,73,31,CB,44,58,43
Player_2021_342,Player 2021 342,48,53,28,LW,45,64,59
Player_2021_343,Player 2021 343,59,64,18,GK,84,88,66
Player_2021_344,Player 2021 344,46,55,33,RW,58,88,37
Player_2021_345,Player 2021 345,77,81,32,LW,45,71,68
Player_2021_346,Player 2021 346,45,50,28,CM,46,49,40
Player_2021_347,Player 2021 347,73,76,20,LW,74,81,75
Player_2021_348,Player 2021 348,57,58,22,GK,54,41,31
Player_2021_349,Player 2021 349,63,69,32,ST,85,69,70
Player_2021_350,Player 2021 350,67,69,24,LW,81,80,74
Player_2021_351,Player 2021 351,45,53,31,GK,86,71,51
Player_2021_352,Player 2021 352,70,74,34,CB,61,54,78
Player_2021_353,Player 2021 353,45,46,24,GK,64,64,78
Player_2021_354,Player 2021 354,79,84,31,GK,41,82,55
Player_2021_355,Player 2021 355,48,57,27,CM,58,43,64
Player_2021_356,Player 2021 356,55,63,20,RW,51,63,57
Player_2021_357,Player 2021 357,52,57,32,CM,73,61,38
Player_2021_358,Player 2021 358,70,71,29,ST,47,64,43
Player_2021_359,Player 2021 359,83,83,28,RW,63,62,48
Player_2021_360,Player 2021 360,71,79,34,CB,41,53,69
Player_2021_361,Player 2021 361,62,63,18,GK,81,43,83
Player_2021_362,Player 2021 362,57,63,25,LW,72,85,38
Player_2021_363,Player 2021 363,46,49,18,CM,45,65,56
Player_2021_364,Player 2021 364,47,54,30,ST,64,77,81
Player_2021_365,Player 2021 365,56,58,32,CB,71,79,69
Player_2021_366,Player 2021 366,64,68,23,CB,72,43,42
Player_2021_367,Player 2021 367,84,91,19,GK,69,45,52
Player_2021_368,Player 2021 368,50,57,30,ST,83,85,50
Player_2021_369,Player 2021 369,64,72,23,CM,75,59,43
Player_2021_370,Player 2021 370,62,69,29,CB,66,69,38
Player_2021_371,Player 2021 371,48,53,31,CB,68,44,61
Player_2021_372,Player 2021 372,67,67,29,CB,42,85,61
Player_2021_373,Player 2021 373,73,75,33,CB,79,70,45
Player_2021_374,Player 2021 374,72,72,22,ST,89,47,74
Player_2021_375,Player 2021 375,82,86,30,CM,57,66,30
Player_2021_376,Player 2021 376,58,66,34,GK,41,76,34
Player_2021_377,Player 2021 377,79,86,25,GK,54,59,51
Player_2021_378,Player 2021 378,77,83,26,CB,76,88,57
Player_2021_379,Player 2021 379,74,78,22,CB,61,40,47
Player_2021_380,Player 2021 380,52,54,20,CB,62,84,70
Player_2021_381,Player 2021 381,72,76,31,GK,65,65,48
Player_2021_382,Player 2021 382,50,58,20,LW,46,51,41
Player_2021_383,Player 2021 383,65,72,19,CM,52,82,42
Player_2021_384,Player 2021 384,83,86,28,ST,46,61,35
Player_2021_385,Player 2021 385,60,63,19,LW,50,51,78
Player_2021_386,Player 2021 386,73,80,34,ST,72,68,64
Player_2021_387,Player 2021 387,53,54,33,LW,72,80,36
Player_2021_388,Player 2021 388,49,52,26,CB,77,77,69
Player_2021_389,Player 2021 389,56,57,18,LW,73,44,72
Player_2021_390,Player 2021 390,83,86,20,ST,72,54,65
Player_2021_391,Player 2021 391,78,87,30,GK,63,54,68
Player_2021_392,Player 2021 392,73,73,26,RW,68,57,52
Player_2021_393,Player 2021 393,54,55,25,RW,51,85,58
Player_2021_394,Player 2021 394,71,78,18,ST,48,63,67
Player_2021_395,Player 2021 395,55,62,27,RW,56,67,51
Player_2021_396,Player 2021 396,59,66,32,GK,50,40,62
Player_2021_397,Player 2021 397,64,68,26,LW,44,75,31
Player_2021_398,Player 2021 398,61,67,20,CB,69,53,73
Player_2021_399,Player 2021 399,79,86,27,RW,77,51,83
Player_2021_400,Player 2021 400,59,66,27,RW,62,84,64
Player_2021_401,Player 2021 401,80,88,26,ST,41,65,71
Player_2021_402,Player 2021 402,80,80,19,RW,71,46,82
Player_2021_403,Player 2021 403,83,92,31,GK,63,80,41
Player_2021_404,Player 2021 404,84,88,27,CB,82,46,73
Player_2021_405,Player 2021 405,83,90,28,CB,67,77,71
Player_2021_406,Player 2021 406,82,87,28,GK,55,42,36
Player_2021_407,Player 2021 407,49,56,30,LW,46,89,34
Player_2021_408,Player 2021 408,74,79,19,ST,48,75,65
Player_2021_409,Player 2021 409,53,57,23,RW,60,52,58
Player_2021_410,Player 2021 410,80,83,26,CM,57,56,43
Player_2021_411,Player 2021 411,82,89,33,GK,69,61,40
Player_2021_412,Player 2021 412,47,55,24,LW,66,77,59
Player_2021_413,Player 2021 413,69,77,22,CM,68,45,37
Player_2021_414,Player 2021 414,47,47,32,CB,80,56,84
Player_2021_415,Player 2021 415,62,63,31,LW,44,45,81
Player_2021_416,Player 2021 416,78,85,23,LW,41,74,58
Player_2021_417,Player 2021 417,56,57,30,GK,42,79,77
Player_2021_418,Player 2021 418,78,87,22,LW,48,67,66
Player_2021_419,Player 2021 419,51,59,20,CM,57,75,79
Player_2021_420,Player 2021 420,53,56,30,LW,77,40,45
Player_2021_421,Player 2021 421,79,88,25,GK,56,86,76
Player_2021_422,Player 2021 422,82,86,23,CM,56,63,52
Player_2021_423,Player 2021 423,53,59,21,CB,44,76,36
Player_2021_424,Player 2021 424,74,77,24,LW,79,83,50
Player_2021_425,Player 2021 425,74,82,33,GK,77,49,77
Player_2021_426,Player 2021 426,82,88,18,CB,61,70,45
Player_2021_427,Player 2021 427,47,51,31,RW,46,69,70
