short_name,long_name,overall,potential,age,player_positions,pace,shooting,defending
Player_2016_90,Player 2016 90,68,69,33,RW,60,83,71
Player_2016_91,Player 2016 91,59,60,29,GK,71,52,62
Player_2016_92,Player 2016 92,55,60,31,GK,73,89,50
Player_2016_93,Player 2016 93,79,88,32,RW,83,52,58
Player_2016_94,Player 2016 94,84,93,20,LW,57,55,44
Player_2016_95,Player 2016 95,82,88,33,LW,73,60,79
Player_2016_96,Player 2016 96,50,59,18,GK,46,40,63
Player_2016_97,Player 2016 97,70,79,19,CB,83,56,52
Player_2016_98,Player 2016 98,62,71,21,CB,88,83,32
Player_2016_99,Player 2016 99,69,76,31,CB,53,81,70
Player_2016_100,Player 2016 100,84,92,22,GK,74,71,42
Player_2016_101,Player 2016 101,72,80,30,GK,47,45,44
Player_2016_102,Player 2016 102,60,63,25,CB,72,76,57
Player_2016_103,Player 2016 103,81,83,26,CM,85,53,58
Player_2016_104,Player 2016 104,58,62,18,RW,49,87,77
Player_2016_105,Player 2016 105,77,77,27,ST,70,61,63
Player_2016_106,Player 2016 106,73,81,32,CB,69,81,51
Player_2016_107,Player 2016 107,81,84,33,CM,76,89,43
Player_2016_108,Player 2016 108,45,53,25,GK,69,63,41
Player_2016_109,Player 2016 109,58,63,29,GK,89,58,62
Player_2016_110,Player 2016 110,80,86,19,CB,59,79,72
Player_2016_111,Player 2016 111,80,85,19,ST,58,85,59
Player_2016_112,Player 2016 112,52,58,24,RW,60,81,60
Player_2016_113,Player 2016 113,82,87,18,ST,57,53,53
Player_2016_114,Player 2016 114,61,66,29,CB,75,57,41
Player_2016_115,Player 2016 115,61,68,28,LW,40,53,30
Player_2016_116,Player 2016 116,70,79,30,GK,46,43,62
Player_2016_117,Player 2016 117,70,78,18,CM,79,69,31
Player_2016_118,Player 2016 118,74,77,31,ST,67,63,57
Player_2016_119,Player 2016 119,75,75,22,CB,76,42,42
Player_2016_120,Player 2016 120,77,81,31,LW,51,57,69
Player_2016_121,Player 2016 121,68,76,23,ST,49,69,52
Player_2016_122,Player 2016 122,84,87,24,LW,66,87,53
Player_2016_123,Player 2016 123,47,53,23,LW,50,64,61
Player_2016_124,Player 2016 124,64,66,24,LW,87,86,43
Player_2016_125,Player 2016 125,74,83,21,RW,80,60,51
Player_2016_126,Player 2016 126,75,82,34,RW,81,69,83
Player_2016_127,Player 2016 127,65,71,28,LW,40,65,53
Player_2016_128,Player 2016 128,60,60,23,LW,63,70,48
Player_2016_129,Player 2016 129,58,63,29,GK,74,62,55
Player_2016_130,Player 2016 130,73,73,28,CB,61,77,72
Player_2016_131,Player 2016 131,54,55,24,GK,67,53,66
Player_2016_132,Player 2016 132,62,71,23,CB,52,72,50
Player_2016_133,Player 2016 133,46,46,23,GK,64,46,66
Player_2016_134,Player 2016 134,51,58,32,LW,82,74,43
Player_2016_135,Player 2016 135,57,66,26,RW,70,78,55
Player_2016_136,Player 2016 136,53,60,30,GK,85,75,56
Player_2016_137,Player 2016 137,83,86,19,ST,50,40,63
Player_2016_138,Player 2016 138,51,52,29,CB,73,40,71
Player_2016_139,Player 2016 139,76,84,18,CB,79,52,49
Player_2016_140,Player 2016 140,81,81,24,CM,50,50,69
Player_2016_141,Player 2016 141,53,60,22,RW,69,85,52
Player_2016_142,Player 2016 142,76,83,31,CB,72,64,50
Player_2016_143,Player 2016 143,70,70,29,RW,66,46,52
Player_2016_144,Player 2016 144,48,50,19,GK,62,45,40
Player_2016_145,Player 2016 145,53,61,23,ST,55,47,65
Player_2016_146,Player 2016 146,57,66,23,RW,55,80,79
Player_2016_147,Player 2016 147,81,88,18,LW,61,71,46
Player_2016_148,Player 2016 148,46,55,28,CM,63,55,65
Player_2016_149,Player 2016 149,74,77,27,LW,46,44,49
Player_2016_150,Player 2016 150,63,69,27,GK,87,47,52
Player_2016_151,Player 2016 151,54,54,26,GK,44,41,38
Player_2016_152,Player 2016 152,51,51,24,GK,48,49,43
Player_2016_153,Player 2016 153,78,83,25,CM,47,73,55
Player_2016_154,Player 2016 154,82,83,22,ST,77,63,30
Player_2016_155,Player 2016 155,75,84,22,ST,89,46,31
Player_2016_156,Player 2016 156,47,52,32,RW,65,69,74
Player_2016_157,Player 2016 157,69,74,34,CM,73,45,84
Player_2016_158,Player 2016 158,69,74,19,CB,45,53,57
Player_2016_159,Player 2016 159,75,83,32,CM,67,62,59
Player_2016_160,Player 2016 160,72,80,20,LW,40,55,50
Player_2016_161,Player 2016 161,74,77,25,ST,78,89,65
Player_2016_162,Player 2016 162,71,73,24,RW,71,85,74
Player_2016_163,Player 2016 163,57,65,25,LW,56,49,57
Player_2016_164,Player 2016 164,47,50,21,ST,66,83,35
Player_2016_165,Player 2016 165,51,51,29,CM,68,71,66
Player_2016_166,Player 2016 166,57,66,29,GK,51,48,50
Player_2016_167,Player 2016 167,77,81,28,GK,65,86,48
Player_2016_168,Player 2016 168,47,51,21,ST,63,81,61
Player_2016_169,Player 2016 169,53,62,29,CM,77,52,81
Player_2016_170,Player 2016 170,58,61,25,CB,43,54,83
Player_2016_171,Player 2016 171,64,64,30,RW,89,47,79
Player_2016_172,Player 2016 172,78,83,30,ST,76,62,60
Player_2016_173,Player 2016 173,77,84,25,CB,79,51,75
Player_2016_174,Player 2016 174,55,62,33,ST,57,85,59
Player_2016_175,Player 2016 175,68,69,19,LW,67,78,35
Player_2016_176,Player 2016 176,73,77,18,GK,86,67,48
Player_2016_177,Player 2016 177,56,64,28,RW,59,42,83
Player_2016_178,Player 2016 178,72,78,34,CM,84,71,47
Player_2016_179,Player 2016 179,65,68,30,CB,89,78,48
Player_2016_180,Player 2016 180,51,51,19,LW,49,77,41
Player_2016_181,Player 2016 181,74,80,25,CB,42,64,39
Player_2016_182,Player 2016 182,75,75,19,LW,64,64,65
Player_2016_183,Player 2016 183,70,79,34,LW,41,49,78
Player_2016_184,Player 2016 184,72,77,29,ST,77,67,49
Player_2016_185,Player 2016 185,76,78,18,LW,79,49,40
Player_2016_186,Player 2016 186,67,73,22,GK,46,81,74
Player_2016_187,Player 2016 187,49,49,32,LW,53,73,43
Player_2016_188,Player 2016 188,62,69,22,LW,70,40,77
Player_2016_189,Player 2016 189,57,60,30,LW,45,53,66
Player_2016_190,Player 2016 190,84,92,21,GK,74,57,82
Player_2016_191,Player 2016 191,65,71,32,ST,60,82,81
Player_2016_192,Player 2016 192,74,80,30,CM,42,63,35
Player_2016_193,Player 2016 193,74,79,32,LW,76,51,60
Player_2016_194,Player 2016 194,50,54,34,CB,66,76,42
Player_2016_195,Player 2016 195,75,75,21,LW,69,54,50
Player_2016_196,Player 2016 196,74,80,23,CB,61,81,31
Player_2016_197,Player 2016 197,61,67,28,ST,57,55,70
Player_2016_198,Player 2016 198,72,74,31,ST,68,64,30
Player_2016_199,Player 2016 199,79,86,23,CM,45,70,42
Player_2016_200,Player 2016 200,64,69,26,CB,42,89,81
Player_2016_201,Player 2016 201,49,53,34,LW,55,52,47
Player_2016_202,Player 2016 202,58,63,31,LW,84,84,82
Player_2016_203,Player 2016 203,58,61,18,GK,58,83,55
Player_2016_204,Player 2016 204,63,71,22,CM,57,41,69
Player_2016_205,Player 2016 205,50,58,21,ST,87,54,67
Player_2016_206,Player 2016 206,63,64,32,CB,46,79,47
Player_2016_207,Player 2016 207,71,75,18,LW,49,59,61
Player_2016_208,Player 2016 208,47,50,33,CB,89,80,84
Player_2016_209,Player 2016 209,82,84,27,ST,59,82,68
Player_2016_210,Player 2016 210,49,57,18,LW,62,41,68
Player_2016_211,Player 2016 211,57,57,33,LW,47,64,39
Player_2016_212,Player 2016 212,84,88,18,ST,71,61,71
Player_2016_213,Player 2016 213,50,51,21,RW,71,41,31
Player_2016_214,Player 2016 214,65,68,20,LW,67,81,30
Player_2016_215,Player 2016 215,67,75,22,CB,84,47,31
Player_2016_216,Player 2016 216,64,72,25,RW,85,60,75
Player_2016_217,Player 2016 217,72,77,32,RW,62,49,77
Player_2016_218,Player 2016 218,55,59,31,CB,76,56,40
Player_2016_219,Player 2016 219,54,62,19,ST,76,70,74
Player_2016_220,Player 2016 220,68,77,18,LW,47,78,76
Player_2016_221,Player 2016 221,60,68,27,RW,40,42,30
Player_2016_222,Player 2016 222,60,60,31,CB,60,67,60
Player_2016_223,Player 2016 223,51,58,31,GK,70,52,68
Player_2016_224,Player 2016 224,51,57,19,GK,54,71,34
Player_2016_225,Player 2016 225,59,68,20,RW,44,74,65
Player_2016_226,Player 2016 226,59,67,22,CM,54,68,51
Player_2016_227,Player 2016 227,75,80,27,ST,78,84,51
Player_2016_228,Player 2016 228,84,90,33,CB,73,79,52
Player_2016_229,Player 2016 229,68,77,29,LW,61,85,64
Player_2016_230,Player 2016 230,74,81,24,CB,61,82,47
Player_2016_231,Player 2016 231,70,79,29,LW,54,53,41
Player_2016_232,Player 2016 232,81,87,21,GK,59,45,47
Player_2016_233,Player 2016 233,74,76,23,CB,73,62,80
Player_2016_234,Player 2016 234,56,64,27,ST,58,48,31
Player_2016_235,Player 2016 235,68,75,22,CM,46,76,48
Player_2016_236,Player 2016 236,67,67,32,RW,66,60,54
Player_2016_237,Player 2016 237,72,73,18,GK,74,44,33
Player_2016_238,Player 2016 238,70,74,33,RW,46,47,54
Player_2016_239,Player 2016 239,81,84,24,CB,86,64,33
Player_2016_240,Player 2016 240,57,65,22,GK,89,51,31
Player_2016_241,Player 2016 241,67,68,34,RW,82,88,44
Player_2016_242,Player 2016 242,59,64,18,ST,40,75,76
Player_2016_243,Player 2016 243,60,64,33,RW,40,58,78
Player_2016_244,Player 2016 244,71,79,28,CB,79,42,57
Player_2016_245,Player 2016 245,67,72,23,GK,41,68,35
Player_2016_246,Player 2016 246,73,78,22,CB,48,87,59
Player_2016_247,Player 2016 247,50,52,18,GK,76,71,54
Player_2016_248,Player 2016 248,68,75,29,GK,86,69,68
Player_2016_249,Player 2016 249,46,48,18,LW,70,70,48
Player_2016_250,Player 2016 250,79,85,20,CM,43,65,37
Player_2016_251,Player 2016 251,51,60,23,LW,76,45,53
Player_2016_252,Player 2016 252,63,65,34,CM,69,40,78
Player_2016_253,Player 2016 253,58,59,28,CM,62,71,69
Player_2016_254,Player 2016 254,61,63,25,CM,81,61,72
Player_2016_255,Player 2016 255,59,67,18,CB,49,57,73
Player_2016_256,Player 2016 256,51,52,20,GK,42,82,80
Player_2016_257,Player 2016 257,49,55,31,LW,55,89,74
Player_2016_258,Player 2016 258,70,71,29,RW,50,55,76
Player_2016_259,Player 2016 259,69,77,25,RW,77,57,41
Player_2016_260,Player 2016 260,84,91,22,CB,55,44,54
Player_2016_261,Player 2016 261,46,52,27,ST,87,58,46
Player_2016_262,Player 2016 262,48,52,19,GK,54,51,63
Player_2016_263,Player 2016 263,72,78,30,CB,64,64,51
Player_2016_264,Player 2016 264,49,58,29,GK,52,70,70
Player_2016_265,Player 2016 265,76,81,32,ST,76,46,57
Player_2016_266,Player 2016 266,75,78,31,CM,62,89,75
Player_2016_267,Player 2016 267,51,60,30,CB,74,50,57
Player_2016_268,Player 2016 268,51,56,24,ST,71,43,47
Player_2016_269,Player 2016 269,75,82,20,ST,66,48,72
Player_2016_270,Player 2016 270,50,52,26,LW,47,45,77
Player_2016_271,Player 2016 271,46,49,29,LW,70,53,70
Player_2016_272,Player 2016 272,64,68,18,LW,63,70,31
Player_2016_273,Player 2016 273,83,90,18,CB,48,86,50
Player_2016_274,Player 2016 274,69,70,32,ST,84,68,35
Player_2016_275,Player 2016 275,60,69,28,RW,78,72,58
Player_2016_276,Player 2016 276,49,55,28,ST,46,49,72
Player_2016_277,Player 2016 277,60,69,25,CB,83,47,59
Player_2016_278,Player 2016 278,62,63,29,ST,68,40,38
Player_2016_279,Player 2016 279,62,69,20,CB,65,88,67
Player_2016_280,Player 2016 280,62,62,20,LW,40,82,72
Player_2016_281,Player 2016 281,49,50,21,CB,56,80,43
Player_2016_282,Player 2016 282,67,74,24,GK,49,68,36
Player_2016_283,Player 2016 283,52,52,30,ST,69,71,32
Player_2016_284,Player 2016 284,80,82,33,LW,73,48,40
Player_2016_285,Player 2016 285,64,66,34,ST,40,50,53
Player_2016_286,Player 2016 286,75,76,31,CM,71,75,51
Player_2016_287,Player 2016 287,52,53,21,ST,45,62,32
Player_2016_288,Player 2016 288,78,86,27,ST,64,63,59
Player_2016_289,Player 2016 289,76,83,20,CB,43,42,38
Player_2016_290,Player 2016 290,67,76,25,CM,76,82,71
Player_2016_291,Player 2016 291,76,77,27,GK,89,84,75
Player_2016_292,Player 2016 292,72,72,30,RW,44,46,81
Player_2016_293,Player 2016 293,83,89,30,RW,69,44,78
Player_2016_294,Player 2016 294,50,53,20,LW,50,86,48
Player_2016_295,Player 2016 295,69,72,19,CB,41,64,53
Player_2016_296,Player 2016 296,60,61,29,RW,71,65,67
Player_2016_297,Player 2016 297,65,71,21,CM,75,46,73
Player_2016_298,Player 2016 298,56,60,31,CM,45,73,48
Player_2016_299,Player 2016 299,53,57,26,ST,43,65,72
Player_2016_300,Player 2016 300,67,74,25,CM,76,63,79
Player_2016_301,Player 2016 301,58,61,24,LW,60,53,34
Player_2016_302,Player 2016 302,64,64,34,ST,79,86,31
Player_2016_303,Player 2016 303,48,49,33,LW,86,82,84
Player_2016_304,Player 2016 304,78,83,30,RW,47,71,55
Player_2016_305,Player 2016 305,61,66,30,CM,80,86,41
Player_2016_306,Player 2016 306,66,75,24,CB,58,58,81
Player_2016_307,Player 2016 307,78,79,22,RW,67,56,53
Player_2016_308,Player 2016 308,66,72,24,CM,54,47,31
Player_2016_309,Player 2016 309,77,86,26,ST,46,74,69
Player_2016_310,Player 2016 310,52,58,23,LW,62,55,83
Player_2016_311,Player 2016 311,66,73,23,CM,75,85,35
Player_2016_312,Player 2016 312,71,80,24,CM,67,58,42
Player_2016_313,Player 2016 313,63,63,19,RW,82,84,50
Player_2016_314,Player 2016 314,78,79,28,CB,79,80,38
Player_2016_315,Player 2016 315,57,65,18,ST,69,54,44
Player_2016_316,Player 2016 316,57,57,22,ST,51,47,84
Player_2016_317,Player 2016 317,78,86,25,CM,59,53,40
Player_2016_318,Player 2016 318,72,80,33,CB,62,52,33
Player_2016_319,Player 2016 319,84,87,29,RW,58,70,66
Player_2016_320,Player 2016 320,61,66,24,CB,81,46,31
Player_2016_321,Player 2016 321,64,64,29,RW,42,41,77
Player_2016_322,Player 2016 322,78,86,25,RW,60,66,60
Player_2016_323,Player 2016 323,45,51,30,ST,77,74,52
Player_2016_324,Player 2016 324,57,59,27,LW,79,56,46
Player_2016_325,Player 2016 325,62,64,21,CM,71,48,35
Player_2016_326,Player 2016 326,59,67,29,CM,49,52,49
Player_2016_327,Player 2016 327,75,75,18,ST,56,68,34
Player_2016_328,Player 2016 328,66,75,28,CB,78,43,36
Player_2016_329,Player 2016 329,82,89,33,CB,62,56,45
Player_2016_330,Player 2016 330,84,89,20,LW,58,44,55
Player_2016_331,Player 2016 331,56,56,18,LW,47,63,36
Player_2016_332,Player 2016 332,62,63,24,ST,70,69,81
Player_2016_333,Player 2016 333,51,53,30,CM,59,85,42
Player_2016_334,Player 2016 334,66,71,22,GK,84,73,57
Player_2016_335,Player 2016 335,57,63,22,CB,87,65,67
Player_2016_336,Player 2016 336,68,76,27,ST,75,73,81
Player_2016_337,Player 2016 337,72,80,33,CB,71,64,74
Player_2016_338,Player 2016 338,51,53,33,LW,81,74,76
Player_2016_339,Player 2016 339,83,91,33,GK,81,82,61
Player_2016_340,Player 2016 340,54,60,31,LW,50,88,65
Player_2016_341,Player 2016 341,46,49,22,LW,49,80,37
Player_2016_342,Player 2016 342,62,62,20,GK,71,86,30
Player_2016_343,Player 2016 343,64,64,23,LW,61,84,48
Player_2016_344,Player 2016 344,81,81,29,LW,62,62,33
Player_2016_345,Player 2016 345,57,66,21,GK,44,54,78
Player_2016_346,Player 2016 346,65,68,24,GK,49,86,47
Player_2016_347,Player 2016 347,72,72,34,ST,58,86,61
Player_2016_348,Player 2016 348,56,65,27,RW,63,44,34
Player_2016_349,Player 2016 349,80,87,34,LW,63,61,57
Player_2016_350,Player 2016 350,74,74,18,ST,72,58,74
Player_2016_351,Player 2016 351,80,82,32,LW,62,58,73
Player_2016_352,Player 2016 352,68,72,34,CM,58,72,38
Player_2016_353,Player 2016 353,81,83,31,LW,80,74,52
Player_2016_354,Player 2016 354,58,63,23,LW,56,81,81
Player_2016_355,Player 2016 355,75,83,30,LW,74,57,43
Player_2016_356,Player 2016 356,73,80,26,LW,73,58,38
Player_2016_357,Player 2016 357,78,82,30,ST,86,40,58
Player_2016_358,Player 2016 358,81,86,33,LW,85,74,50
Player_2016_359,Player 2016 359,46,46,26,GK,47,74,65
Player_2016_360,Player 2016 360,83,88,30,RW,88,60,33
Player_2016_361,Player 2016 361,53,61,24,RW,62,60,32
Player_2016_362,Player 2016 362,45,53,21,CB,54,57,76
Player_2016_363,Player 2016 363,47,47,23,GK,86,63,35
Player_2016_364,Player 2016 364,48,49,33,ST,59,85,75
Player_2016_365,Player 2016 365,80,82,30,ST,87,58,43
Player_2016_366,Player 2016 366,80,84,32,LW,40,67,68
Player_2016_367,Player 2016 367,64,65,34,LW,49,60,44
Player_2016_368,Player 2016 368,81,85,27,CB,80,54,58
Player_2016_369,Player 2016 369,84,90,27,RW,68,85,84
Player_2016_370,Player 2016 370,51,51,23,LW,83,53,79
Player_2016_371,Player 2016 371,81,88,23,CM,42,81,84
Player_2016_372,Player 2016 372,65,71,30,CB,69,72,43
Player_2016_373,Player 2016 373,77,83,34,RW,88,52,64
Player_2016_374,Player 2016 374,79,84,31,ST,65,75,35
Player_2016_375,Player 2016 375,49,55,31,GK,59,51,57
Player_2016_376,Player 2016 376,48,53,18,RW,58,55,82
Player_2016_377,Player 2016 377,54,61,23,LW,87,43,35
Player_2016_378,Player 2016 378,69,76,21,RW,71,76,46
Player_2016_379,Player 2016 379,50,55,33,GK,56,73,52
Player_2016_380,Player 2016 380,74,78,25,CB,70,51,65
Player_2016_381,Player 2016 381,51,58,22,LW,84,46,39
Player_2016_382,Player 2016 382,51,59,28,RW,48,49,61
Player_2016_383,Player 2016 383,57,63,33,LW,46,84,57
Player_2016_384,Player 2016 384,53,62,28,LW,41,48,47
Player_2016_385,Player 2016 385,79,80,26,GK,54,73,41
Player_2016_386,Player 2016 386,84,87,34,GK,60,40,44
Player_2016_387,Player 2016 387,59,67,29,CB,48,76,36
Player_2016_388,Player 2016 388,50,53,26,LW,48,44,41
Player_2016_389,Player 2016 389,55,62,21,ST,42,68,67
Player_2016_390,Player 2016 390,53,57,27,CM,85,60,61
Player_2016_391,Player 2016 391,79,80,21,GK,84,57,72
Player_2016_392,Player 2016 392,78,85,32,GK,88,41,50
Player_2016_393,Player 2016 393,82,88,23,LW,43,84,65
Player_2016_394,Player 2016 394,61,61,26,GK,75,81,47
Player_2016_395,Player 2016 395,50,59,20,ST,83,56,73
Player_2016_396,Player 2016 396,68,70,23,ST,50,86,60
Player_2016_397,Player 2016 397,74,75,21,ST,61,59,62
Player_2016_398,Player 2016 398,80,83,24,GK,78,79,32
Player_2016_399,Player 2016 399,51,57,34,CM,51,68,44
Player_2016_400,Player 2016 400,63,65,32,CM,59,74,79
Player_2016_401,Player 2016 401,82,86,24,GK,84,48,72
Player_2016_402,Player 2016 402,54,56,21,LW,70,53,45
Player_2016_403,Player 2016 403,68,75,32,RW,79,67,73
Player_2016_404,Player 2016 404,45,48,33,CM,46,67,31
Player_2016_405,Player 2016 405,82,83,22,ST,45,42,49
Player_2016_406,Player 2016 406,58,61,18,CM,62,46,81
Player_2016_407,Player 2016 407,63,70,34,GK,56,75,41
Player_2016_408,Player 2016 408,80,83,21,CB,80,83,61
Player_2016_409,Player 2016 409,60,61,27,ST,52,67,83
Player_2016_410,Player 2016 410,49,58,33,CM,66,74,69
Player_2016_411,Player 2016 411,78,83,31,LW,48,46,41
Player_2016_412,Player 2016 412,57,65,21,CM,54,61,82
Player_2016_413,Player 2016 413,65,67,28,CB,89,68,65
Player_2016_414,Player 2016 414,47,54,33,LW,51,72,66
Player_2016_415,Player 2016 415,48,53,29,CM,61,40,82
Player_2016_416,Player 2016 416,68,73,28,LW,49,65,58
Player_2016_417,Player 2016 417,47,50,33,RW,88,65,66
Player_2016_418,Player 2016 418,57,57,19,CB,50,88,40
Player_2016_419,Player 2016 419,53,55,30,CB,80,46,77
Player_2016_420,Player 2016 420,83,84,20,ST,81,81,44
Player_2016_421,Player 2016 421,83,89,21,LW,51,58,74
Player_2016_422,Player 2016 422,79,85,32,GK,67,44,70
Player_2016_423,Player 2016 423,65,71,29,CM,49,79,75
Player_2016_424,Player 2016 424,62,68,22,CB,72,68,74
Player_2016_425,Player 2016 425,77,83,23,CM,57,70,65
Player_2016_426,Player 2016 426,50,50,20,GK,72,79,37
Player_2016_427,Player 2016 427,58,63,34,RW,70,70,77
